"","V1"
"1",0.539956526741952
"2",0.539956526741952
"3",0.539956526741952
"4",0.539956526741952
"5",0.539956526741952
"6",0.539956526741952
"7",0.539956526741952
"8",0.539956526741952
"9",0.539956526741952
"10",0.539956526741952
"11",0.539956526741952
"12",0.539956526741952
"13",0.539956526741952
"14",0.539956526741952
"15",0.539956526741952
"16",0.539956526741952
"17",0.539956526741952
"18",0.539956526741952
"19",0.539956526741952
"20",0.539956526741952
"21",0.539956526741952
"22",0.539956526741952
"23",0.539956526741952
"24",0.539956526741952
"25",0.539956526741952
"26",0.539956526741952
"27",0.539956526741952
"28",0.539956526741952
"29",0.539956526741952
"30",0.539956526741952
"31",0.539956526741952
"32",0.539956526741952
"33",0.539956526741952
"34",0.539956526741952
"35",0.539956526741952
"36",0.539956526741952
"37",0.539956526741952
"38",0.539956526741952
"39",0.539956526741952
"40",0.539956526741952
"41",0.539956526741952
"42",0.539956526741952
"43",0.539956526741952
"44",0.539956526741952
"45",0.539956526741952
"46",0.539956526741952
"47",0.539956526741952
"48",0.539956526741952
"49",0.539956526741952
"50",0.539956526741952
"51",0.539956526741952
"52",0.539956526741952
"53",0.539956526741952
"54",0.539956526741952
"55",0.539956526741952
"56",0.539956526741952
"57",0.539956526741952
"58",0.539956526741952
"59",0.539956526741952
"60",0.539956526741952
"61",0.539956526741952
"62",0.539956526741952
"63",0.539956526741952
"64",0.539956526741952
"65",0.539956526741952
"66",0.539956526741952
"67",0.539956526741952
"68",0.539956526741952
"69",0.539956526741952
"70",0.539956526741952
"71",0.539956526741952
"72",0.539956526741952
"73",0.539956526741952
"74",0.539956526741952
"75",0.539956526741952
"76",0.539956526741952
"77",0.539956526741952
"78",0.539956526741952
"79",0.539956526741952
"80",0.539956526741952
"81",0.539956526741952
"82",0.539956526741952
"83",0.539956526741952
"84",0.539956526741952
"85",0.539956526741952
"86",0.539956526741952
"87",0.539956526741952
"88",0.539956526741952
"89",0.539956526741952
"90",0.539956526741952
"91",0.539956526741952
"92",0.539956526741952
"93",0.539956526741952
"94",0.539956526741952
"95",0.539956526741952
"96",0.539956526741952
"97",0.539956526741952
"98",0.539956526741952
"99",0.539956526741952
"100",0.539956526741952
"101",0.539956526741952
"102",0.539956526741952
"103",0.539956526741952
"104",0.539956526741952
"105",0.539956526741952
"106",0.539956526741952
"107",0.539956526741952
"108",0.539956526741952
"109",0.539956526741952
"110",0.539956526741952
"111",0.539956526741952
"112",0.539956526741952
"113",0.539956526741952
"114",0.539956526741952
"115",0.539956526741952
"116",0.539956526741952
"117",0.539956526741952
"118",0.539956526741952
"119",0.539956526741952
"120",0.539956526741952
"121",0.539956526741952
"122",0.539956526741952
"123",0.539956526741952
"124",0.539956526741952
"125",0.539956526741952
"126",0.539956526741952
"127",0.539956526741952
"128",0.539956526741952
"129",0.539956526741952
"130",0.539956526741952
"131",0.539956526741952
"132",0.539956526741952
"133",0.539956526741952
"134",0.539956526741952
"135",0.539956526741952
"136",0.539956526741952
"137",0.539956526741952
"138",0.539956526741952
"139",0.539956526741952
"140",0.539956526741952
"141",0.539956526741952
"142",0.539956526741952
"143",0.539956526741952
"144",0.539956526741952
"145",0.539956526741952
"146",0.539956526741952
"147",0.539956526741952
"148",0.539956526741952
"149",0.539956526741952
"150",0.539956526741952
"151",0.539956526741952
"152",0.539956526741952
"153",0.539956526741952
"154",0.539956526741952
"155",0.539956526741952
"156",0.539956526741952
"157",0.539956526741952
"158",0.539956526741952
"159",0.539956526741952
"160",0.539956526741952
"161",0.539956526741952
"162",0.539956526741952
"163",0.539956526741952
"164",0.539956526741952
"165",0.539956526741952
"166",0.539956526741952
"167",0.539956526741952
"168",0.539956526741952
"169",0.539956526741952
"170",0.539956526741952
"171",0.539956526741952
"172",0.539956526741952
"173",0.539956526741952
"174",0.539956526741952
"175",0.539956526741952
"176",0.539956526741952
"177",0.539956526741952
"178",0.539956526741952
"179",0.539956526741952
"180",0.539956526741952
"181",0.539956526741952
"182",0.539956526741952
"183",0.539956526741952
"184",0.539956526741952
"185",0.539956526741952
"186",0.539956526741952
"187",0.539956526741952
"188",0.539956526741952
"189",0.539956526741952
"190",0.539956526741952
"191",0.539956526741952
"192",0.539956526741952
"193",0.539956526741952
"194",0.539956526741952
"195",0.539956526741952
"196",0.539956526741952
"197",0.539956526741952
"198",0.539956526741952
"199",0.539956526741952
"200",0.539956526741952
"201",0.539956526741952
"202",0.539956526741952
"203",0.539956526741952
"204",0.539956526741952
"205",0.539956526741952
"206",0.539956526741952
"207",0.539956526741952
"208",0.539956526741952
"209",0.539956526741952
"210",0.539956526741952
"211",0.539956526741952
"212",0.539956526741952
"213",0.539956526741952
"214",0.539956526741952
"215",0.539956526741952
"216",0.539956526741952
"217",0.539956526741952
"218",0.539956526741952
"219",0.539956526741952
"220",0.539956526741952
"221",0.539956526741952
"222",0.539956526741952
"223",0.539956526741952
"224",0.539956526741952
"225",0.539956526741952
"226",0.539956526741952
"227",0.539956526741952
"228",0.539956526741952
"229",0.539956526741952
"230",0.539956526741952
"231",0.539956526741952
"232",0.539956526741952
"233",0.539956526741952
"234",0.539956526741952
