Fips,Area,IndCode,Industry,2002
0,United States,1,All industry total,10910833
0,United States,2,  Private industries,9499527
0,United States,3,"    Agriculture, forestry, fishing, and hunting",95800
0,United States,4,      Farms,74033
0,United States,5,"      Forestry, fishing, and related activities",21767
0,United States,6,"    Mining, quarrying, and oil and gas extraction",113411
0,United States,7,      Oil and gas extraction,70516
0,United States,8,      Mining (except oil and gas),27595
0,United States,9,      Support activities for mining,15300
0,United States,10,    Utilities,180137
0,United States,11,    Construction,494856
0,United States,12,    Manufacturing,1472749
0,United States,13,      Durable goods manufacturing,834705
0,United States,14,        Wood product manufacturing,27371
0,United States,15,        Nonmetallic mineral product manufacturing,41985
0,United States,16,        Primary metal manufacturing,41929
0,United States,17,        Fabricated metal product manufacturing,106563
0,United States,18,        Machinery manufacturing,99265
0,United States,19,        Computer and electronic product manufacturing,172391
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",43690
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",136156
0,United States,22,        Other transportation equipment manufacturing,73024
0,United States,23,        Furniture and related product manufacturing,31339
0,United States,24,        Miscellaneous manufacturing,60992
0,United States,25,      Nondurable goods manufacturing,638044
0,United States,26,        Food and beverage and tobacco products manufacturing,177284
0,United States,27,        Textile mills and textile product mills,24156
0,United States,28,"        Apparel, leather, and allied product manufacturing",18189
0,United States,29,        Paper manufacturing,54397
0,United States,30,        Printing and related support activities,42271
0,United States,31,        Petroleum and coal products manufacturing,51176
0,United States,32,        Chemical manufacturing,207080
0,United States,33,        Plastics and rubber products manufacturing,63490
0,United States,34,    Wholesale trade,617210
0,United States,35,    Retail trade,738289
0,United States,36,    Transportation and warehousing,305254
0,United States,37,      Air transportation,50954
0,United States,38,      Rail transportation,21798
0,United States,39,      Water transportation,7328
0,United States,40,      Truck transportation,97270
0,United States,41,      Transit and ground passenger transportation,19444
0,United States,42,      Pipeline transportation,10223
0,United States,43,      Other transportation and support activities,71855
0,United States,44,      Warehousing and storage,26381
0,United States,45,    Information,549460
0,United States,46,      Publishing industries (except Internet),136601
0,United States,47,      Motion picture and sound recording industries,69835
0,United States,48,      Broadcasting (except Internet) and telecommunications,281979
0,United States,49,"      Data processing, hosting, and other information services",61045
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",2246377
0,United States,51,      Finance and insurance,835186
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",401612
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",163355
0,United States,54,        Insurance carriers and related activities,251702
0,United States,55,"        Funds, trusts, and other financial vehicles",18517
0,United States,56,      Real estate and rental and leasing,1411191
0,United States,57,        Real estate,1263149
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,148042
0,United States,59,    Professional and business services,1195477
0,United States,60,"      Professional, scientific, and technical services",718163
0,United States,61,        Legal services,153672
0,United States,62,        Computer systems design and related services,109944
0,United States,63,"        Miscellaneous professional, scientific, and technical services",454547
0,United States,64,      Management of companies and enterprises,176606
0,United States,65,      Administrative and support and waste management and remediation services,300709
0,United States,66,        Administrative and support services,269969
0,United States,67,        Waste management and remediation services,30740
0,United States,68,"    Educational services, health care, and social assistance",791366
0,United States,69,      Educational services,98623
0,United States,70,      Health care and social assistance,692744
0,United States,71,        Ambulatory health care services,335422
0,United States,72,"        Hospitals, nursing, and residential care facilities",297523
0,United States,73,        Social assistance,59798
0,United States,74,"    Arts, entertainment, recreation, accommodation, and food services",413199
0,United States,75,"      Arts, entertainment, and recreation",103756
0,United States,76,"        Performing arts, spectator sports, museums, and related activities",56483
0,United States,77,"        Amusement, gambling, and recreation industries",47272
0,United States,78,      Accommodation and food services,309443
0,United States,79,        Accommodation,92787
0,United States,80,        Food services and drinking places,216656
0,United States,81,    Other services (except government and government enterprises),285942
0,United States,82,  Government and government enterprises,1411306
0,United States,83,    Federal civilian,265578
0,United States,84,    Military,128533
0,United States,85,    State and local,1017196
0,United States,86,Addenda:,
0,United States,86,Natural resources and mining,209211
0,United States,87,Trade,1355499
0,United States,88,Transportation and utilities,485391
0,United States,89,Private goods-producing industries,2176816
0,United States,90,Private services-providing industries,7322712
1000,Alabama,1,All industry total,127873
1000,Alabama,2,  Private industries,106580
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",1583
1000,Alabama,4,      Farms,1201
1000,Alabama,5,"      Forestry, fishing, and related activities",382
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",1223
1000,Alabama,7,      Oil and gas extraction,447
1000,Alabama,8,      Mining (except oil and gas),712
1000,Alabama,9,      Support activities for mining,64
1000,Alabama,10,    Utilities,3469
1000,Alabama,11,    Construction,6224
1000,Alabama,12,    Manufacturing,21354
1000,Alabama,13,      Durable goods manufacturing,11841
1000,Alabama,14,        Wood product manufacturing,954
1000,Alabama,15,        Nonmetallic mineral product manufacturing,741
1000,Alabama,16,        Primary metal manufacturing,1523
1000,Alabama,17,        Fabricated metal product manufacturing,1619
1000,Alabama,18,        Machinery manufacturing,698
1000,Alabama,19,        Computer and electronic product manufacturing,1020
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",607
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",2354
1000,Alabama,22,        Other transportation equipment manufacturing,1223
1000,Alabama,23,        Furniture and related product manufacturing,713
1000,Alabama,24,        Miscellaneous manufacturing,390
1000,Alabama,25,      Nondurable goods manufacturing,9513
1000,Alabama,26,        Food and beverage and tobacco products manufacturing,1860
1000,Alabama,27,        Textile mills and textile product mills,1447
1000,Alabama,28,"        Apparel, leather, and allied product manufacturing",572
1000,Alabama,29,        Paper manufacturing,2132
1000,Alabama,30,        Printing and related support activities,373
1000,Alabama,31,        Petroleum and coal products manufacturing,484
1000,Alabama,32,        Chemical manufacturing,1606
