Fips,Area,IndCode,Industry,2000
0,United States,1,All industry total,10219801
0,United States,2,  Private industries,8956010
0,United States,3,"    Agriculture, forestry, fishing, and hunting",98517
0,United States,4,      Farms,76044
0,United States,5,"      Forestry, fishing, and related activities",22473
0,United States,6,"    Mining, quarrying, and oil and gas extraction",110473
0,United States,7,      Oil and gas extraction,68221
0,United States,8,      Mining (except oil and gas),28454
0,United States,9,      Support activities for mining,13798
0,United States,10,    Utilities,180166
0,United States,11,    Construction,462338
0,United States,12,    Manufacturing,1555335
0,United States,13,      Durable goods manufacturing,926985
0,United States,14,        Wood product manufacturing,28335
0,United States,15,        Nonmetallic mineral product manufacturing,42717
0,United States,16,        Primary metal manufacturing,47024
0,United States,17,        Fabricated metal product manufacturing,121683
0,United States,18,        Machinery manufacturing,113263
0,United States,19,        Computer and electronic product manufacturing,225875
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",45784
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",138065
0,United States,22,        Other transportation equipment manufacturing,71241
0,United States,23,        Furniture and related product manufacturing,33599
0,United States,24,        Miscellaneous manufacturing,59399
0,United States,25,      Nondurable goods manufacturing,628351
0,United States,26,        Food and beverage and tobacco products manufacturing,164073
0,United States,27,        Textile mills and textile product mills,28004
0,United States,28,"        Apparel, leather, and allied product manufacturing",22183
0,United States,29,        Paper manufacturing,62366
0,United States,30,        Printing and related support activities,43724
0,United States,31,        Petroleum and coal products manufacturing,53088
0,United States,32,        Chemical manufacturing,189018
0,United States,33,        Plastics and rubber products manufacturing,65895
0,United States,34,    Wholesale trade,624982
0,United States,35,    Retail trade,695614
0,United States,36,    Transportation and warehousing,305615
0,United States,37,      Air transportation,55983
0,United States,38,      Rail transportation,23347
0,United States,39,      Water transportation,8096
0,United States,40,      Truck transportation,98297
0,United States,41,      Transit and ground passenger transportation,18344
0,United States,42,      Pipeline transportation,9311
0,United States,43,      Other transportation and support activities,65747
0,United States,44,      Warehousing and storage,26490
0,United States,45,    Information,472222
0,United States,46,      Publishing industries (except Internet),116126
0,United States,47,      Motion picture and sound recording industries,54297
0,United States,48,      Broadcasting (except Internet) and telecommunications,277856
0,United States,49,"      Data processing, hosting, and other information services",23943
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",1992384
0,United States,51,      Finance and insurance,750436
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",328034
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",131042
0,United States,54,        Insurance carriers and related activities,275761
0,United States,55,"        Funds, trusts, and other financial vehicles",15600
0,United States,56,      Real estate and rental and leasing,1241947
0,United States,57,        Real estate,1105440
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,136507
0,United States,59,    Professional and business services,1111168
0,United States,60,"      Professional, scientific, and technical services",656024
0,United States,61,        Legal services,133629
0,United States,62,        Computer systems design and related services,113591
0,United States,63,"        Miscellaneous professional, scientific, and technical services",408804
0,United States,64,      Management of companies and enterprises,173206
0,United States,65,      Administrative and support and waste management and remediation services,281938
0,United States,66,        Administrative and support services,255733
0,United States,67,        Waste management and remediation services,26205
0,United States,68,"    Educational services, health care, and social assistance",681448
0,United States,69,      Educational services,86067
0,United States,70,      Health care and social assistance,595381
0,United States,71,        Ambulatory health care services,288414
0,United States,72,"        Hospitals, nursing, and residential care facilities",254492
0,United States,73,        Social assistance,52474
0,United States,74,"    Arts, entertainment, recreation, accommodation, and food services",385823
0,United States,75,"      Arts, entertainment, and recreation",98977
0,United States,76,"        Performing arts, spectator sports, museums, and related activities",49224
0,United States,77,"        Amusement, gambling, and recreation industries",49753
0,United States,78,      Accommodation and food services,286846
0,United States,79,        Accommodation,93010
0,United States,80,        Food services and drinking places,193836
0,United States,81,    Other services (except government and government enterprises),279926
0,United States,82,  Government and government enterprises,1263790
0,United States,83,    Federal civilian,244619
0,United States,84,    Military,112306
0,United States,85,    State and local,906866
0,United States,86,Addenda:,
0,United States,86,Natural resources and mining,208990
0,United States,87,Trade,1320595
0,United States,88,Transportation and utilities,485781
0,United States,89,Private goods-producing industries,2226663
0,United States,90,Private services-providing industries,6729347
1000,Alabama,1,All industry total,119020
1000,Alabama,2,  Private industries,99665
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",1733
1000,Alabama,4,      Farms,1319
1000,Alabama,5,"      Forestry, fishing, and related activities",415
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",1289
1000,Alabama,7,      Oil and gas extraction,405
1000,Alabama,8,      Mining (except oil and gas),805
1000,Alabama,9,      Support activities for mining,79
1000,Alabama,10,    Utilities,3415
1000,Alabama,11,    Construction,6092
1000,Alabama,12,    Manufacturing,21751
1000,Alabama,13,      Durable goods manufacturing,11635
1000,Alabama,14,        Wood product manufacturing,974
1000,Alabama,15,        Nonmetallic mineral product manufacturing,720
1000,Alabama,16,        Primary metal manufacturing,1504
1000,Alabama,17,        Fabricated metal product manufacturing,1785
1000,Alabama,18,        Machinery manufacturing,968
1000,Alabama,19,        Computer and electronic product manufacturing,1134
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",442
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",1876
1000,Alabama,22,        Other transportation equipment manufacturing,1017
1000,Alabama,23,        Furniture and related product manufacturing,807
1000,Alabama,24,        Miscellaneous manufacturing,409
1000,Alabama,25,      Nondurable goods manufacturing,10116
1000,Alabama,26,        Food and beverage and tobacco products manufacturing,1515
1000,Alabama,27,        Textile mills and textile product mills,1521
1000,Alabama,28,"        Apparel, leather, and allied product manufacturing",817
1000,Alabama,29,        Paper manufacturing,2690
1000,Alabama,30,        Printing and related support activities,345
1000,Alabama,31,        Petroleum and coal products manufacturing,398
1000,Alabama,32,        Chemical manufacturing,1816
1000,Alabama,33,        Plastics and rubber products manufacturing,1013
1000,Alabama,34,    Wholesale trade,7562
1000,Alabama,35,    Retail trade,9758
1000,Alabama,36,    Transportation and warehousing,3391
1000,Alabama,37,      Air transportation,75
1000,Alabama,38,      Rail transportation,402
1000,Alabama,39,      Water transportation,71
1000,Alabama,40,      Truck transportation,1823
1000,Alabama,41,      Transit and ground passenger transportation,63
1000,Alabama,42,      Pipeline transportation,59
1000,Alabama,43,      Other transportation and support activities,625
1000,Alabama,44,      Warehousing and storage,272
1000,Alabama,45,    Information,3649
1000,Alabama,46,      Publishing industries (except Internet),453
1000,Alabama,47,      Motion picture and sound recording industries,86
1000,Alabama,48,      Broadcasting (except Internet) and telecommunications,3034
1000,Alabama,49,"      Data processing, hosting, and other information services",77
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",17451
1000,Alabama,51,      Finance and insurance,5573
1000,Alabama,52,"        Monetary Authorities- central bank, credit intermediation, and related services",3186
