Fips,Area,IndCode,Industry,2012
0,United States,1,All industry total,16041243
0,United States,2,  Private industries,13957545
0,United States,3,"    Agriculture, forestry, fishing, and hunting",185800
0,United States,4,      Farms,151489
0,United States,5,"      Forestry, fishing, and related activities",34311
0,United States,6,"    Mining, quarrying, and oil and gas extraction",410940
0,United States,7,      Oil and gas extraction,267432
0,United States,8,      Mining (except oil and gas),80072
0,United States,9,      Support activities for mining,63436
0,United States,10,    Utilities,262852
0,United States,11,    Construction,583646
0,United States,12,    Manufacturing,1983643
0,United States,13,      Durable goods manufacturing,1053283
0,United States,14,        Wood product manufacturing,23537
0,United States,15,        Nonmetallic mineral product manufacturing,38666
0,United States,16,        Primary metal manufacturing,60155
0,United States,17,        Fabricated metal product manufacturing,138482
0,United States,18,        Machinery manufacturing,143054
0,United States,19,        Computer and electronic product manufacturing,256849
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",50995
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",125662
0,United States,22,        Other transportation equipment manufacturing,114053
0,United States,23,        Furniture and related product manufacturing,23103
0,United States,24,        Miscellaneous manufacturing,78727
0,United States,25,      Nondurable goods manufacturing,930360
0,United States,26,        Food and beverage and tobacco products manufacturing,229931
0,United States,27,        Textile mills and textile product mills,15992
0,United States,28,"        Apparel, leather, and allied product manufacturing",10234
0,United States,29,        Paper manufacturing,51714
0,United States,30,        Printing and related support activities,37473
0,United States,31,        Petroleum and coal products manufacturing,172989
0,United States,32,        Chemical manufacturing,341905
0,United States,33,        Plastics and rubber products manufacturing,70123
0,United States,34,    Wholesale trade,962526
0,United States,35,    Retail trade,932618
0,United States,36,    Transportation and warehousing,467407
0,United States,37,      Air transportation,75358
0,United States,38,      Rail transportation,41830
0,United States,39,      Water transportation,14959
0,United States,40,      Truck transportation,128327
0,United States,41,      Transit and ground passenger transportation,30587
0,United States,42,      Pipeline transportation,22367
0,United States,43,      Other transportation and support activities,104897
0,United States,44,      Warehousing and storage,49080
0,United States,45,    Information,737471
0,United States,46,      Publishing industries (except Internet),194389
0,United States,47,      Motion picture and sound recording industries,110283
0,United States,48,      Broadcasting (except Internet) and telecommunications,366123
0,United States,49,"      Data processing, hosting, and other information services",66676
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",3228985
0,United States,51,      Finance and insurance,1142684
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",484085
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",218992
0,United States,54,        Insurance carriers and related activities,402646
0,United States,55,"        Funds, trusts, and other financial vehicles",36960
0,United States,56,      Real estate and rental and leasing,2086301
0,United States,57,        Real estate,1908481
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,177820
0,United States,59,    Professional and business services,1912593
0,United States,60,"      Professional, scientific, and technical services",1128761
0,United States,61,        Legal services,219983
0,United States,62,        Computer systems design and related services,229384
0,United States,63,"        Miscellaneous professional, scientific, and technical services",679395
0,United States,64,      Management of companies and enterprises,304281
0,United States,65,      Administrative and support and waste management and remediation services,479550
0,United States,66,        Administrative and support services,439897
0,United States,67,        Waste management and remediation services,39653
0,United States,68,"    Educational services, health care, and social assistance",1336812
0,United States,69,      Educational services,183029
0,United States,70,      Health care and social assistance,1153783
0,United States,71,        Ambulatory health care services,551503
0,United States,72,"        Hospitals, nursing, and residential care facilities",503591
