Fips,Area,IndCode,Industry,2005
0,United States,1,All industry total,13015161
0,United States,2,  Private industries,11366297
0,United States,3,"    Agriculture, forestry, fishing, and hunting",128571
0,United States,4,      Farms,104514
0,United States,5,"      Forestry, fishing, and related activities",24057
0,United States,6,"    Mining, quarrying, and oil and gas extraction",226646
0,United States,7,      Oil and gas extraction,156230
0,United States,8,      Mining (except oil and gas),43496
0,United States,9,      Support activities for mining,26921
0,United States,10,    Utilities,201352
0,United States,11,    Construction,654105
0,United States,12,    Manufacturing,1704173
0,United States,13,      Durable goods manufacturing,959473
0,United States,14,        Wood product manufacturing,34865
0,United States,15,        Nonmetallic mineral product manufacturing,49051
0,United States,16,        Primary metal manufacturing,56636
0,United States,17,        Fabricated metal product manufacturing,122936
0,United States,18,        Machinery manufacturing,114887
0,United States,19,        Computer and electronic product manufacturing,211046
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",43247
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",136908
0,United States,22,        Other transportation equipment manufacturing,89914
0,United States,23,        Furniture and related product manufacturing,33783
0,United States,24,        Miscellaneous manufacturing,66198
0,United States,25,      Nondurable goods manufacturing,744700
0,United States,26,        Food and beverage and tobacco products manufacturing,179914
0,United States,27,        Textile mills and textile product mills,20783
0,United States,28,"        Apparel, leather, and allied product manufacturing",13860
0,United States,29,        Paper manufacturing,51945
0,United States,30,        Printing and related support activities,44649
0,United States,31,        Petroleum and coal products manufacturing,142706
0,United States,32,        Chemical manufacturing,227299
0,United States,33,        Plastics and rubber products manufacturing,63543
0,United States,34,    Wholesale trade,759368
0,United States,35,    Retail trade,848767
0,United States,36,    Transportation and warehousing,375119
0,United States,37,      Air transportation,59987
0,United States,38,      Rail transportation,28110
0,United States,39,      Water transportation,9267
0,United States,40,      Truck transportation,116829
0,United States,41,      Transit and ground passenger transportation,23634
0,United States,42,      Pipeline transportation,10136
0,United States,43,      Other transportation and support activities,89081
0,United States,44,      Warehousing and storage,38074
0,United States,45,    Information,641552
0,United States,46,      Publishing industries (except Internet),172476
0,United States,47,      Motion picture and sound recording industries,60843
0,United States,48,      Broadcasting (except Internet) and telecommunications,336424
0,United States,49,"      Data processing, hosting, and other information services",71809
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",2641063
0,United States,51,      Finance and insurance,991844
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",426193
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",195402
0,United States,54,        Insurance carriers and related activities,343555
0,United States,55,"        Funds, trusts, and other financial vehicles",26693
0,United States,56,      Real estate and rental and leasing,1649219
0,United States,57,        Real estate,1503645
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,145574
0,United States,59,    Professional and business services,1442711
0,United States,60,"      Professional, scientific, and technical services",842818
0,United States,61,        Legal services,193891
0,United States,62,        Computer systems design and related services,134958
0,United States,63,"        Miscellaneous professional, scientific, and technical services",513969
0,United States,64,      Management of companies and enterprises,219345
0,United States,65,      Administrative and support and waste management and remediation services,380548
0,United States,66,        Administrative and support services,346586
0,United States,67,        Waste management and remediation services,33963
0,United States,68,"    Educational services, health care, and social assistance",949879
0,United States,69,      Educational services,121000
0,United States,70,      Health care and social assistance,828880
0,United States,71,        Ambulatory health care services,398480
0,United States,72,"        Hospitals, nursing, and residential care facilities",357810
0,United States,73,        Social assistance,72590
0,United States,74,"    Arts, entertainment, recreation, accommodation, and food services",481271
0,United States,75,"      Arts, entertainment, and recreation",122261
0,United States,76,"        Performing arts, spectator sports, museums, and related activities",66786
0,United States,77,"        Amusement, gambling, and recreation industries",55475
0,United States,78,      Accommodation and food services,359009
0,United States,79,        Accommodation,109044
0,United States,80,        Food services and drinking places,249965
0,United States,81,    Other services (except government and government enterprises),311721
0,United States,82,  Government and government enterprises,1648864
0,United States,83,    Federal civilian,304670
0,United States,84,    Military,167118
0,United States,85,    State and local,1177075
0,United States,86,Addenda:,
0,United States,86,Natural resources and mining,355217
0,United States,87,Trade,1608135
0,United States,88,Transportation and utilities,576470
0,United States,89,Private goods-producing industries,2713495
0,United States,90,Private services-providing industries,8652802
1000,Alabama,1,All industry total,156750
1000,Alabama,2,  Private industries,131370
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",2647
1000,Alabama,4,      Farms,2140
1000,Alabama,5,"      Forestry, fishing, and related activities",506
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",2755
1000,Alabama,7,      Oil and gas extraction,1531
1000,Alabama,8,      Mining (except oil and gas),1138
1000,Alabama,9,      Support activities for mining,86
1000,Alabama,10,    Utilities,3857
1000,Alabama,11,    Construction,7756
1000,Alabama,12,    Manufacturing,28233
1000,Alabama,13,      Durable goods manufacturing,17146
1000,Alabama,14,        Wood product manufacturing,1307
1000,Alabama,15,        Nonmetallic mineral product manufacturing,862
1000,Alabama,16,        Primary metal manufacturing,2490
1000,Alabama,17,        Fabricated metal product manufacturing,2157
1000,Alabama,18,        Machinery manufacturing,981
1000,Alabama,19,        Computer and electronic product manufacturing,1607
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",629
