Fips,Area,IndCode,Industry,2004
0,United States,1,All industry total,12200160
0,United States,2,  Private industries,10627989
0,United States,3,"    Agriculture, forestry, fishing, and hunting",142695
0,United States,4,      Farms,118908
0,United States,5,"      Forestry, fishing, and related activities",23787
0,United States,6,"    Mining, quarrying, and oil and gas extraction",167561
0,United States,7,      Oil and gas extraction,113403
0,United States,8,      Mining (except oil and gas),34135
0,United States,9,      Support activities for mining,20023
0,United States,10,    Utilities,202685
0,United States,11,    Construction,587529
0,United States,12,    Manufacturing,1619158
0,United States,13,      Durable goods manufacturing,908498
0,United States,14,        Wood product manufacturing,32760
0,United States,15,        Nonmetallic mineral product manufacturing,45551
0,United States,16,        Primary metal manufacturing,55438
0,United States,17,        Fabricated metal product manufacturing,115275
0,United States,18,        Machinery manufacturing,104666
0,United States,19,        Computer and electronic product manufacturing,201530
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",42106
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",140278
0,United States,22,        Other transportation equipment manufacturing,75954
0,United States,23,        Furniture and related product manufacturing,31083
0,United States,24,        Miscellaneous manufacturing,63856
0,United States,25,      Nondurable goods manufacturing,710661
0,United States,26,        Food and beverage and tobacco products manufacturing,177589
0,United States,27,        Textile mills and textile product mills,22287
0,United States,28,"        Apparel, leather, and allied product manufacturing",14612
0,United States,29,        Paper manufacturing,53086
0,United States,30,        Printing and related support activities,42939
0,United States,31,        Petroleum and coal products manufacturing,105662
0,United States,32,        Chemical manufacturing,230121
0,United States,33,        Plastics and rubber products manufacturing,64366
0,United States,34,    Wholesale trade,703487
0,United States,35,    Retail trade,802663
0,United States,36,    Transportation and warehousing,351124
0,United States,37,      Air transportation,58655
0,United States,38,      Rail transportation,25358
0,United States,39,      Water transportation,9004
0,United States,40,      Truck transportation,109316
0,United States,41,      Transit and ground passenger transportation,23125
0,United States,42,      Pipeline transportation,10903
0,United States,43,      Other transportation and support activities,81209
0,United States,44,      Warehousing and storage,33555
0,United States,45,    Information,620785
0,United States,46,      Publishing industries (except Internet),160663
0,United States,47,      Motion picture and sound recording industries,72648
0,United States,48,      Broadcasting (except Internet) and telecommunications,313252
0,United States,49,"      Data processing, hosting, and other information services",74223
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",2424253
0,United States,51,      Finance and insurance,890279
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",390442
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",156039
0,United States,54,        Insurance carriers and related activities,320255
0,United States,55,"        Funds, trusts, and other financial vehicles",23543
0,United States,56,      Real estate and rental and leasing,1533974
0,United States,57,        Real estate,1392758
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,141216
0,United States,59,    Professional and business services,1340537
0,United States,60,"      Professional, scientific, and technical services",787405
0,United States,61,        Legal services,180865
0,United States,62,        Computer systems design and related services,122975
0,United States,63,"        Miscellaneous professional, scientific, and technical services",483565
0,United States,64,      Management of companies and enterprises,206668
0,United States,65,      Administrative and support and waste management and remediation services,346464
0,United States,66,        Administrative and support services,314078
0,United States,67,        Waste management and remediation services,32385
0,United States,68,"    Educational services, health care, and social assistance",905587
0,United States,69,      Educational services,116747
0,United States,70,      Health care and social assistance,788841
0,United States,71,        Ambulatory health care services,377031
0,United States,72,"        Hospitals, nursing, and residential care facilities",343878
0,United States,73,        Social assistance,67931
0,United States,74,"    Arts, entertainment, recreation, accommodation, and food services",461447
0,United States,75,"      Arts, entertainment, and recreation",117987
0,United States,76,"        Performing arts, spectator sports, museums, and related activities",64811
0,United States,77,"        Amusement, gambling, and recreation industries",53175
0,United States,78,      Accommodation and food services,343460
0,United States,79,        Accommodation,102574
