Fips,Area,IndCode,Industry,2013
0,United States,1,All industry total,16576738
0,United States,2,  Private industries,14468465
0,United States,3,"    Agriculture, forestry, fishing, and hunting",221821
0,United States,4,      Farms,186960
0,United States,5,"      Forestry, fishing, and related activities",34861
0,United States,6,"    Mining, quarrying, and oil and gas extraction",450868
0,United States,7,      Oil and gas extraction,313194
0,United States,8,      Mining (except oil and gas),73594
0,United States,9,      Support activities for mining,64081
0,United States,10,    Utilities,269164
0,United States,11,    Construction,620780
0,United States,12,    Manufacturing,2035177
0,United States,13,      Durable goods manufacturing,1086006
0,United States,14,        Wood product manufacturing,26465
0,United States,15,        Nonmetallic mineral product manufacturing,43376
0,United States,16,        Primary metal manufacturing,56962
0,United States,17,        Fabricated metal product manufacturing,141650
0,United States,18,        Machinery manufacturing,146790
0,United States,19,        Computer and electronic product manufacturing,261177
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",54416
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",133564
0,United States,22,        Other transportation equipment manufacturing,119137
0,United States,23,        Furniture and related product manufacturing,24969
0,United States,24,        Miscellaneous manufacturing,77499
0,United States,25,      Nondurable goods manufacturing,949171
0,United States,26,        Food and beverage and tobacco products manufacturing,238086
0,United States,27,        Textile mills and textile product mills,16646
0,United States,28,"        Apparel, leather, and allied product manufacturing",10418
0,United States,29,        Paper manufacturing,55744
0,United States,30,        Printing and related support activities,38082
0,United States,31,        Petroleum and coal products manufacturing,164306
0,United States,32,        Chemical manufacturing,355100
0,United States,33,        Plastics and rubber products manufacturing,70789
0,United States,34,    Wholesale trade,1001606
0,United States,35,    Retail trade,968577
0,United States,36,    Transportation and warehousing,487181
0,United States,37,      Air transportation,81787
0,United States,38,      Rail transportation,43669
0,United States,39,      Water transportation,18829
0,United States,40,      Truck transportation,130958
0,United States,41,      Transit and ground passenger transportation,32070
0,United States,42,      Pipeline transportation,22972
0,United States,43,      Other transportation and support activities,107585
0,United States,44,      Warehousing and storage,49312
0,United States,45,    Information,791496
0,United States,46,      Publishing industries (except Internet),197633
0,United States,47,      Motion picture and sound recording industries,111421
0,United States,48,      Broadcasting (except Internet) and telecommunications,400141
0,United States,49,"      Data processing, hosting, and other information services",82302
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",3293808
0,United States,51,      Finance and insurance,1136414
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",470816
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",222659
0,United States,54,        Insurance carriers and related activities,406242
0,United States,55,"        Funds, trusts, and other financial vehicles",36697
0,United States,56,      Real estate and rental and leasing,2157394
0,United States,57,        Real estate,1972901
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,184493
0,United States,59,    Professional and business services,1965337
0,United States,60,"      Professional, scientific, and technical services",1148285
0,United States,61,        Legal services,221564
0,United States,62,        Computer systems design and related services,232767
0,United States,63,"        Miscellaneous professional, scientific, and technical services",693955
0,United States,64,      Management of companies and enterprises,322416
0,United States,65,      Administrative and support and waste management and remediation services,494635
0,United States,66,        Administrative and support services,454402
0,United States,67,        Waste management and remediation services,40233
0,United States,68,"    Educational services, health care, and social assistance",1372405
0,United States,69,      Educational services,185606
0,United States,70,      Health care and social assistance,1186799
0,United States,71,        Ambulatory health care services,570676
0,United States,72,"        Hospitals, nursing, and residential care facilities",511085
0,United States,73,        Social assistance,105037
0,United States,74,"    Arts, entertainment, recreation, accommodation, and food services",626777
0,United States,75,"      Arts, entertainment, and recreation",164161
0,United States,76,"        Performing arts, spectator sports, museums, and related activities",88307
0,United States,77,"        Amusement, gambling, and recreation industries",75854
0,United States,78,      Accommodation and food services,462615
0,United States,79,        Accommodation,134008
0,United States,80,        Food services and drinking places,328608
0,United States,81,    Other services (except government and government enterprises),363470
0,United States,82,  Government and government enterprises,2108273
