Fips,Area,IndCode,Industry,1999
0,United States,1,All industry total,9595951
0,United States,2,  Private industries,8403164
0,United States,3,"    Agriculture, forestry, fishing, and hunting",92808
0,United States,4,      Farms,70934
0,United States,5,"      Forestry, fishing, and related activities",21874
0,United States,6,"    Mining, quarrying, and oil and gas extraction",84261
0,United States,7,      Oil and gas extraction,43874
0,United States,8,      Mining (except oil and gas),29292
0,United States,9,      Support activities for mining,11094
0,United States,10,    Utilities,180057
0,United States,11,    Construction,418395
0,United States,12,    Manufacturing,1493708
0,United States,13,      Durable goods manufacturing,876872
0,United States,14,        Wood product manufacturing,29409
0,United States,15,        Nonmetallic mineral product manufacturing,43335
0,United States,16,        Primary metal manufacturing,46163
0,United States,17,        Fabricated metal product manufacturing,116358
0,United States,18,        Machinery manufacturing,111265
0,United States,19,        Computer and electronic product manufacturing,186948
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",44680
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",135220
0,United States,22,        Other transportation equipment manufacturing,73958
0,United States,23,        Furniture and related product manufacturing,31718
0,United States,24,        Miscellaneous manufacturing,57820
0,United States,25,      Nondurable goods manufacturing,616836
0,United States,26,        Food and beverage and tobacco products manufacturing,162571
0,United States,27,        Textile mills and textile product mills,28512
0,United States,28,"        Apparel, leather, and allied product manufacturing",22422
0,United States,29,        Paper manufacturing,59528
0,United States,30,        Printing and related support activities,42194
0,United States,31,        Petroleum and coal products manufacturing,45490
0,United States,32,        Chemical manufacturing,189790
0,United States,33,        Plastics and rubber products manufacturing,66329
0,United States,34,    Wholesale trade,585912
0,United States,35,    Retail trade,661729
0,United States,36,    Transportation and warehousing,288277
0,United States,37,      Air transportation,56069
0,United States,38,      Rail transportation,22627
0,United States,39,      Water transportation,6646
0,United States,40,      Truck transportation,92536
0,United States,41,      Transit and ground passenger transportation,17563
0,United States,42,      Pipeline transportation,10418
0,United States,43,      Other transportation and support activities,57975
0,United States,44,      Warehousing and storage,24443
0,United States,45,    Information,486117
0,United States,46,      Publishing industries (except Internet),139560
0,United States,47,      Motion picture and sound recording industries,60489
0,United States,48,      Broadcasting (except Internet) and telecommunications,256749
0,United States,49,"      Data processing, hosting, and other information services",29319
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",1852948
0,United States,51,      Finance and insurance,679479
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",308675
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",118352
0,United States,54,        Insurance carriers and related activities,235128
0,United States,55,"        Funds, trusts, and other financial vehicles",17324
0,United States,56,      Real estate and rental and leasing,1173468
0,United States,57,        Real estate,1045740
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,127728
0,United States,59,    Professional and business services,1002958
0,United States,60,"      Professional, scientific, and technical services",600152
0,United States,61,        Legal services,125168
0,United States,62,        Computer systems design and related services,102611
0,United States,63,"        Miscellaneous professional, scientific, and technical services",372374
0,United States,64,      Management of companies and enterprises,150283
0,United States,65,      Administrative and support and waste management and remediation services,252523
0,United States,66,        Administrative and support services,227464
0,United States,67,        Waste management and remediation services,25058
0,United States,68,"    Educational services, health care, and social assistance",641757
0,United States,69,      Educational services,80386
0,United States,70,      Health care and social assistance,561372
0,United States,71,        Ambulatory health care services,271193
0,United States,72,"        Hospitals, nursing, and residential care facilities",242443
0,United States,73,        Social assistance,47736
0,United States,74,"    Arts, entertainment, recreation, accommodation, and food services",353300
0,United States,75,"      Arts, entertainment, and recreation",90409
0,United States,76,"        Performing arts, spectator sports, museums, and related activities",44387
0,United States,77,"        Amusement, gambling, and recreation industries",46022
0,United States,78,      Accommodation and food services,262891
0,United States,79,        Accommodation,83796
0,United States,80,        Food services and drinking places,179095
0,United States,81,    Other services (except government and government enterprises),260938
0,United States,82,  Government and government enterprises,1192787
0,United States,83,    Federal civilian,231580
0,United States,84,    Military,108390
0,United States,85,    State and local,852817
0,United States,86,Addenda:,
0,United States,86,Natural resources and mining,177068
0,United States,87,Trade,1247641
0,United States,88,Transportation and utilities,468334
0,United States,89,Private goods-producing industries,2089172
0,United States,90,Private services-providing industries,6313992
1000,Alabama,1,All industry total,115015
1000,Alabama,2,  Private industries,96284
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",1907
1000,Alabama,4,      Farms,1491
1000,Alabama,5,"      Forestry, fishing, and related activities",416
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",1216
1000,Alabama,7,      Oil and gas extraction,237
1000,Alabama,8,      Mining (except oil and gas),876
1000,Alabama,9,      Support activities for mining,103
1000,Alabama,10,    Utilities,3330
1000,Alabama,11,    Construction,5751
1000,Alabama,12,    Manufacturing,21516
1000,Alabama,13,      Durable goods manufacturing,12149
1000,Alabama,14,        Wood product manufacturing,1278
1000,Alabama,15,        Nonmetallic mineral product manufacturing,751
1000,Alabama,16,        Primary metal manufacturing,1759
1000,Alabama,17,        Fabricated metal product manufacturing,1850
1000,Alabama,18,        Machinery manufacturing,966
1000,Alabama,19,        Computer and electronic product manufacturing,1250
