Fips,Area,IndCode,Industry,2011
0,United States,1,All industry total,15406002
0,United States,2,  Private industries,13348439
0,United States,3,"    Agriculture, forestry, fishing, and hunting",197241
0,United States,4,      Farms,166249
0,United States,5,"      Forestry, fishing, and related activities",30992
0,United States,6,"    Mining, quarrying, and oil and gas extraction",398632
0,United States,7,      Oil and gas extraction,252490
0,United States,8,      Mining (except oil and gas),88447
0,United States,9,      Support activities for mining,57695
0,United States,10,    Utilities,272036
0,United States,11,    Construction,546614
0,United States,12,    Manufacturing,1907311
0,United States,13,      Durable goods manufacturing,1003844
0,United States,14,        Wood product manufacturing,22127
0,United States,15,        Nonmetallic mineral product manufacturing,36062
0,United States,16,        Primary metal manufacturing,58119
0,United States,17,        Fabricated metal product manufacturing,127437
0,United States,18,        Machinery manufacturing,136712
0,United States,19,        Computer and electronic product manufacturing,248885
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",47393
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",111116
0,United States,22,        Other transportation equipment manufacturing,115436
0,United States,23,        Furniture and related product manufacturing,22495
0,United States,24,        Miscellaneous manufacturing,78062
0,United States,25,      Nondurable goods manufacturing,903467
0,United States,26,        Food and beverage and tobacco products manufacturing,216720
0,United States,27,        Textile mills and textile product mills,15075
0,United States,28,"        Apparel, leather, and allied product manufacturing",10316
0,United States,29,        Paper manufacturing,52536
0,United States,30,        Printing and related support activities,37936
0,United States,31,        Petroleum and coal products manufacturing,169180
0,United States,32,        Chemical manufacturing,337154
0,United States,33,        Plastics and rubber products manufacturing,64551
0,United States,34,    Wholesale trade,907257
0,United States,35,    Retail trade,891689
0,United States,36,    Transportation and warehousing,446857
0,United States,37,      Air transportation,74304
0,United States,38,      Rail transportation,37931
0,United States,39,      Water transportation,15539
0,United States,40,      Truck transportation,121745
0,United States,41,      Transit and ground passenger transportation,29516
0,United States,42,      Pipeline transportation,19417
0,United States,43,      Other transportation and support activities,101823
0,United States,44,      Warehousing and storage,46582
0,United States,45,    Information,728431
0,United States,46,      Publishing industries (except Internet),188574
0,United States,47,      Motion picture and sound recording industries,105905
0,United States,48,      Broadcasting (except Internet) and telecommunications,361275
0,United States,49,"      Data processing, hosting, and other information services",72677
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",3052428
0,United States,51,      Finance and insurance,1038026
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",437783
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",190332
0,United States,54,        Insurance carriers and related activities,379452
0,United States,55,"        Funds, trusts, and other financial vehicles",30458
0,United States,56,      Real estate and rental and leasing,2014402
0,United States,57,        Real estate,1849196
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,165206
0,United States,59,    Professional and business services,1812629
0,United States,60,"      Professional, scientific, and technical services",1074069
0,United States,61,        Legal services,217826
0,United States,62,        Computer systems design and related services,206973
0,United States,63,"        Miscellaneous professional, scientific, and technical services",649270
0,United States,64,      Management of companies and enterprises,281044
0,United States,65,      Administrative and support and waste management and remediation services,457515
0,United States,66,        Administrative and support services,417753
