Fips,Area,IndCode,Industry,1997
0,United States,1,All industry total,8542530
0,United States,2,  Private industries,7459395
0,United States,3,"    Agriculture, forestry, fishing, and hunting",108796
0,United States,4,      Farms,88136
0,United States,5,"      Forestry, fishing, and related activities",20660
0,United States,6,"    Mining, quarrying, and oil and gas extraction",95144
0,United States,7,      Oil and gas extraction,55158
0,United States,8,      Mining (except oil and gas),26485
0,United States,9,      Support activities for mining,13501
0,United States,10,    Utilities,172141
0,United States,11,    Construction,340697
0,United States,12,    Manufacturing,1390088
0,United States,13,      Durable goods manufacturing,827341
0,United States,14,        Wood product manufacturing,26866
0,United States,15,        Nonmetallic mineral product manufacturing,39954
0,United States,16,        Primary metal manufacturing,48164
0,United States,17,        Fabricated metal product manufacturing,110517
0,United States,18,        Machinery manufacturing,102552
0,United States,19,        Computer and electronic product manufacturing,196320
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",47096
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",112638
0,United States,22,        Other transportation equipment manufacturing,62702
0,United States,23,        Furniture and related product manufacturing,28024
0,United States,24,        Miscellaneous manufacturing,52507
0,United States,25,      Nondurable goods manufacturing,562747
0,United States,26,        Food and beverage and tobacco products manufacturing,136109
0,United States,27,        Textile mills and textile product mills,27443
0,United States,28,"        Apparel, leather, and allied product manufacturing",25236
0,United States,29,        Paper manufacturing,55592
0,United States,30,        Printing and related support activities,37472
0,United States,31,        Petroleum and coal products manufacturing,47975
0,United States,32,        Chemical manufacturing,174914
0,United States,33,        Plastics and rubber products manufacturing,58008
0,United States,34,    Wholesale trade,530163
0,United States,35,    Retail trade,588376
0,United States,36,    Transportation and warehousing,256054
0,United States,37,      Air transportation,53142
0,United States,38,      Rail transportation,20036
0,United States,39,      Water transportation,6613
0,United States,40,      Truck transportation,77411
0,United States,41,      Transit and ground passenger transportation,15059
0,United States,42,      Pipeline transportation,6925
0,United States,43,      Other transportation and support activities,55869
0,United States,44,      Warehousing and storage,20997
0,United States,45,    Information,395716
0,United States,46,      Publishing industries (except Internet),97634
0,United States,47,      Motion picture and sound recording industries,40399
0,United States,48,      Broadcasting (except Internet) and telecommunications,227369
0,United States,49,"      Data processing, hosting, and other information services",30314
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",1623098
0,United States,51,      Finance and insurance,578583
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",234130
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",120282
0,United States,54,        Insurance carriers and related activities,216715
0,United States,55,"        Funds, trusts, and other financial vehicles",7455
0,United States,56,      Real estate and rental and leasing,1044516
0,United States,57,        Real estate,937699
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,106817
0,United States,59,    Professional and business services,845502
0,United States,60,"      Professional, scientific, and technical services",503273
0,United States,61,        Legal services,107127
0,United States,62,        Computer systems design and related services,75259
0,United States,63,"        Miscellaneous professional, scientific, and technical services",320886
0,United States,64,      Management of companies and enterprises,126705
0,United States,65,      Administrative and support and waste management and remediation services,215524
0,United States,66,        Administrative and support services,193590
0,United States,67,        Waste management and remediation services,21935
0,United States,68,"    Educational services, health care, and social assistance",581189
0,United States,69,      Educational services,71750
0,United States,70,      Health care and social assistance,509439
0,United States,71,        Ambulatory health care services,251234
0,United States,72,"        Hospitals, nursing, and residential care facilities",218802
0,United States,73,        Social assistance,39403
0,United States,74,"    Arts, entertainment, recreation, accommodation, and food services",301639
0,United States,75,"      Arts, entertainment, and recreation",80375
0,United States,76,"        Performing arts, spectator sports, museums, and related activities",37136
0,United States,77,"        Amusement, gambling, and recreation industries",43239
0,United States,78,      Accommodation and food services,221264
0,United States,79,        Accommodation,70555
0,United States,80,        Food services and drinking places,150708
0,United States,81,    Other services (except government and government enterprises),230792
0,United States,82,  Government and government enterprises,1083135
0,United States,83,    Federal civilian,217448
0,United States,84,    Military,106013
0,United States,85,    State and local,759673
0,United States,86,Addenda:,
0,United States,86,Natural resources and mining,203940
0,United States,87,Trade,1118539
0,United States,88,Transportation and utilities,428194
0,United States,89,Private goods-producing industries,1934724
0,United States,90,Private services-providing industries,5524670
1000,Alabama,1,All industry total,104218
1000,Alabama,2,  Private industries,87014
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",1816
1000,Alabama,4,      Farms,1365
1000,Alabama,5,"      Forestry, fishing, and related activities",451
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",1288
1000,Alabama,7,      Oil and gas extraction,284
1000,Alabama,8,      Mining (except oil and gas),875
1000,Alabama,9,      Support activities for mining,129
1000,Alabama,10,    Utilities,3075
1000,Alabama,11,    Construction,4632
1000,Alabama,12,    Manufacturing,19700
1000,Alabama,13,      Durable goods manufacturing,10088
1000,Alabama,14,        Wood product manufacturing,1190
1000,Alabama,15,        Nonmetallic mineral product manufacturing,750
1000,Alabama,16,        Primary metal manufacturing,1491
1000,Alabama,17,        Fabricated metal product manufacturing,1669
1000,Alabama,18,        Machinery manufacturing,692
1000,Alabama,19,        Computer and electronic product manufacturing,1149
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",573
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",876
1000,Alabama,22,        Other transportation equipment manufacturing,652
1000,Alabama,23,        Furniture and related product manufacturing,630
1000,Alabama,24,        Miscellaneous manufacturing,416
1000,Alabama,25,      Nondurable goods manufacturing,9612
1000,Alabama,26,        Food and beverage and tobacco products manufacturing,1209
1000,Alabama,27,        Textile mills and textile product mills,1489
1000,Alabama,28,"        Apparel, leather, and allied product manufacturing",1110
1000,Alabama,29,        Paper manufacturing,2072
1000,Alabama,30,        Printing and related support activities,323
1000,Alabama,31,        Petroleum and coal products manufacturing,404
1000,Alabama,32,        Chemical manufacturing,1861
1000,Alabama,33,        Plastics and rubber products manufacturing,1143
1000,Alabama,34,    Wholesale trade,6672
1000,Alabama,35,    Retail trade,9001
1000,Alabama,36,    Transportation and warehousing,2769
1000,Alabama,37,      Air transportation,56
1000,Alabama,38,      Rail transportation,343
1000,Alabama,39,      Water transportation,44
1000,Alabama,40,      Truck transportation,1486
1000,Alabama,41,      Transit and ground passenger transportation,37
1000,Alabama,42,      Pipeline transportation,47
1000,Alabama,43,      Other transportation and support activities,504
1000,Alabama,44,      Warehousing and storage,251
1000,Alabama,45,    Information,3576
1000,Alabama,46,      Publishing industries (except Internet),458
1000,Alabama,47,      Motion picture and sound recording industries,62
1000,Alabama,48,      Broadcasting (except Internet) and telecommunications,2929
1000,Alabama,49,"      Data processing, hosting, and other information services",127
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",14623
1000,Alabama,51,      Finance and insurance,4653
1000,Alabama,52,"        Monetary Authorities- central bank, credit intermediation, and related services",2619
1000,Alabama,53,"        Securities, commodity contracts, and other financial investments and related activities",342
1000,Alabama,54,        Insurance carriers and related activities,1673
1000,Alabama,55,"        Funds, trusts, and other financial vehicles",20
1000,Alabama,56,      Real estate and rental and leasing,9970
1000,Alabama,57,        Real estate,8969
1000,Alabama,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1001
1000,Alabama,59,    Professional and business services,7419
1000,Alabama,60,"      Professional, scientific, and technical services",4828
1000,Alabama,61,        Legal services,1136
1000,Alabama,62,        Computer systems design and related services,676
1000,Alabama,63,"        Miscellaneous professional, scientific, and technical services",3016
1000,Alabama,64,      Management of companies and enterprises,643
1000,Alabama,65,      Administrative and support and waste management and remediation services,1948
1000,Alabama,66,        Administrative and support services,1748
1000,Alabama,67,        Waste management and remediation services,200
1000,Alabama,68,"    Educational services, health care, and social assistance",6809
1000,Alabama,69,      Educational services,423
1000,Alabama,70,      Health care and social assistance,6386
1000,Alabama,71,        Ambulatory health care services,3715
1000,Alabama,72,"        Hospitals, nursing, and residential care facilities",2261
1000,Alabama,73,        Social assistance,411
1000,Alabama,74,"    Arts, entertainment, recreation, accommodation, and food services",2547
1000,Alabama,75,"      Arts, entertainment, and recreation",398
1000,Alabama,76,"        Performing arts, spectator sports, museums, and related activities",123
1000,Alabama,77,"        Amusement, gambling, and recreation industries",276
1000,Alabama,78,      Accommodation and food services,2149
1000,Alabama,79,        Accommodation,369
1000,Alabama,80,        Food services and drinking places,1780
1000,Alabama,81,    Other services (except government and government enterprises),3085
1000,Alabama,82,  Government and government enterprises,17204
1000,Alabama,83,    Federal civilian,4552
1000,Alabama,84,    Military,1956
1000,Alabama,85,    State and local,10697
1000,Alabama,86,Addenda:,
1000,Alabama,86,Natural resources and mining,3104
1000,Alabama,87,Trade,15673
1000,Alabama,88,Transportation and utilities,5844
1000,Alabama,89,Private goods-producing industries,27437
1000,Alabama,90,Private services-providing industries,59577
2000,Alaska,1,All industry total,25446
2000,Alaska,2,  Private industries,20284
2000,Alaska,3,"    Agriculture, forestry, fishing, and hunting",371
2000,Alaska,4,      Farms,25
2000,Alaska,5,"      Forestry, fishing, and related activities",346
2000,Alaska,6,"    Mining, quarrying, and oil and gas extraction",5702
2000,Alaska,7,      Oil and gas extraction,4680
2000,Alaska,8,      Mining (except oil and gas),517
2000,Alaska,9,      Support activities for mining,505
2000,Alaska,10,    Utilities,409
2000,Alaska,11,    Construction,1123
2000,Alaska,12,    Manufacturing,896
2000,Alaska,13,      Durable goods manufacturing,108
2000,Alaska,14,        Wood product manufacturing,29
2000,Alaska,15,        Nonmetallic mineral product manufacturing,24
2000,Alaska,16,        Primary metal manufacturing,1
2000,Alaska,17,        Fabricated metal product manufacturing,21
2000,Alaska,18,        Machinery manufacturing,5
2000,Alaska,19,        Computer and electronic product manufacturing,2
2000,Alaska,20,"        Electrical equipment, appliance, and component manufacturing",3
2000,Alaska,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",3
2000,Alaska,22,        Other transportation equipment manufacturing,4
2000,Alaska,23,        Furniture and related product manufacturing,6
2000,Alaska,24,        Miscellaneous manufacturing,9
2000,Alaska,25,      Nondurable goods manufacturing,789
2000,Alaska,26,        Food and beverage and tobacco products manufacturing,412
2000,Alaska,27,        Textile mills and textile product mills,4
2000,Alaska,28,"        Apparel, leather, and allied product manufacturing",3
2000,Alaska,29,        Paper manufacturing,38
2000,Alaska,30,        Printing and related support activities,18
2000,Alaska,31,        Petroleum and coal products manufacturing,276
2000,Alaska,32,        Chemical manufacturing,32
2000,Alaska,33,        Plastics and rubber products manufacturing,5
2000,Alaska,34,    Wholesale trade,700
2000,Alaska,35,    Retail trade,1385
2000,Alaska,36,    Transportation and warehousing,2641
2000,Alaska,37,      Air transportation,444
2000,Alaska,38,      Rail transportation,0
2000,Alaska,39,      Water transportation,58
2000,Alaska,40,      Truck transportation,160
2000,Alaska,41,      Transit and ground passenger transportation,61
2000,Alaska,42,      Pipeline transportation,1550
2000,Alaska,43,      Other transportation and support activities,350
2000,Alaska,44,      Warehousing and storage,18
2000,Alaska,45,    Information,646
2000,Alaska,46,      Publishing industries (except Internet),62
2000,Alaska,47,      Motion picture and sound recording industries,14
2000,Alaska,48,      Broadcasting (except Internet) and telecommunications,545
2000,Alaska,49,"      Data processing, hosting, and other information services",25
2000,Alaska,50,"    Finance, insurance, real estate, rental, and leasing",2782
2000,Alaska,51,      Finance and insurance,666
