Fips,Area,IndCode,Industry,1998
0,United States,1,All industry total,9024434
0,United States,2,  Private industries,7894015
0,United States,3,"    Agriculture, forestry, fishing, and hunting",99940
0,United States,4,      Farms,79030
0,United States,5,"      Forestry, fishing, and related activities",20910
0,United States,6,"    Mining, quarrying, and oil and gas extraction",81363
0,United States,7,      Oil and gas extraction,38820
0,United States,8,      Mining (except oil and gas),28948
0,United States,9,      Support activities for mining,13595
0,United States,10,    Utilities,163873
0,United States,11,    Construction,380461
0,United States,12,    Manufacturing,1435125
0,United States,13,      Durable goods manufacturing,852712
0,United States,14,        Wood product manufacturing,27548
0,United States,15,        Nonmetallic mineral product manufacturing,40944
0,United States,16,        Primary metal manufacturing,48975
0,United States,17,        Fabricated metal product manufacturing,111993
0,United States,18,        Machinery manufacturing,114032
0,United States,19,        Computer and electronic product manufacturing,192199
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",40648
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",124294
0,United States,22,        Other transportation equipment manufacturing,66920
0,United States,23,        Furniture and related product manufacturing,29720
0,United States,24,        Miscellaneous manufacturing,55439
0,United States,25,      Nondurable goods manufacturing,582413
0,United States,26,        Food and beverage and tobacco products manufacturing,140634
0,United States,27,        Textile mills and textile product mills,28100
0,United States,28,"        Apparel, leather, and allied product manufacturing",23449
0,United States,29,        Paper manufacturing,55972
0,United States,30,        Printing and related support activities,39698
0,United States,31,        Petroleum and coal products manufacturing,50432
0,United States,32,        Chemical manufacturing,182037
0,United States,33,        Plastics and rubber products manufacturing,62090
0,United States,34,    Wholesale trade,565537
0,United States,35,    Retail trade,635762
0,United States,36,    Transportation and warehousing,278230
0,United States,37,      Air transportation,53521
0,United States,38,      Rail transportation,22250
0,United States,39,      Water transportation,6515
0,United States,40,      Truck transportation,85766
0,United States,41,      Transit and ground passenger transportation,16054
0,United States,42,      Pipeline transportation,9782
0,United States,43,      Other transportation and support activities,59711
0,United States,44,      Warehousing and storage,24630
0,United States,45,    Information,435477
0,United States,46,      Publishing industries (except Internet),108492
0,United States,47,      Motion picture and sound recording industries,49018
0,United States,48,      Broadcasting (except Internet) and telecommunications,242349
0,United States,49,"      Data processing, hosting, and other information services",35619
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",1722982
0,United States,51,      Finance and insurance,639809
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",269056
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",119663
0,United States,54,        Insurance carriers and related activities,237630
0,United States,55,"        Funds, trusts, and other financial vehicles",13459
0,United States,56,      Real estate and rental and leasing,1083173
0,United States,57,        Real estate,969683
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,113490
0,United States,59,    Professional and business services,919411
0,United States,60,"      Professional, scientific, and technical services",546844
0,United States,61,        Legal services,117793
0,United States,62,        Computer systems design and related services,88659
0,United States,63,"        Miscellaneous professional, scientific, and technical services",340392
0,United States,64,      Management of companies and enterprises,140994
