Fips,Area,IndCode,Industry,2006
0,United States,1,All industry total,13773226
0,United States,2,  Private industries,12045446
0,United States,3,"    Agriculture, forestry, fishing, and hunting",128345
0,United States,4,      Farms,99352
0,United States,5,"      Forestry, fishing, and related activities",28993
0,United States,6,"    Mining, quarrying, and oil and gas extraction",273405
0,United States,7,      Oil and gas extraction,178223
0,United States,8,      Mining (except oil and gas),52394
0,United States,9,      Support activities for mining,42788
0,United States,10,    Utilities,229998
0,United States,11,    Construction,698228
0,United States,12,    Manufacturing,1804221
0,United States,13,      Durable goods manufacturing,1005359
0,United States,14,        Wood product manufacturing,31771
0,United States,15,        Nonmetallic mineral product manufacturing,50618
0,United States,16,        Primary metal manufacturing,62978
0,United States,17,        Fabricated metal product manufacturing,127137
0,United States,18,        Machinery manufacturing,122252
0,United States,19,        Computer and electronic product manufacturing,223441
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",51434
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",134632
0,United States,22,        Other transportation equipment manufacturing,96266
0,United States,23,        Furniture and related product manufacturing,34584
0,United States,24,        Miscellaneous manufacturing,70247
0,United States,25,      Nondurable goods manufacturing,798862
0,United States,26,        Food and beverage and tobacco products manufacturing,194825
0,United States,27,        Textile mills and textile product mills,20170
0,United States,28,"        Apparel, leather, and allied product manufacturing",12878
0,United States,29,        Paper manufacturing,58187
0,United States,30,        Printing and related support activities,46974
0,United States,31,        Petroleum and coal products manufacturing,140854
0,United States,32,        Chemical manufacturing,260582
0,United States,33,        Plastics and rubber products manufacturing,64392
0,United States,34,    Wholesale trade,815675
0,United States,35,    Retail trade,878064
0,United States,36,    Transportation and warehousing,407597
0,United States,37,      Air transportation,64602
0,United States,38,      Rail transportation,32163
0,United States,39,      Water transportation,13165
0,United States,40,      Truck transportation,125160
0,United States,41,      Transit and ground passenger transportation,25938
0,United States,42,      Pipeline transportation,11022
0,United States,43,      Other transportation and support activities,94747
0,United States,44,      Warehousing and storage,40799
0,United States,45,    Information,649017
0,United States,46,      Publishing industries (except Internet),161370
0,United States,47,      Motion picture and sound recording industries,65003
0,United States,48,      Broadcasting (except Internet) and telecommunications,341041
0,United States,49,"      Data processing, hosting, and other information services",81603
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",2770707
0,United States,51,      Finance and insurance,1048838
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",436701
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",223633
0,United States,54,        Insurance carriers and related activities,363782
0,United States,55,"        Funds, trusts, and other financial vehicles",24722
0,United States,56,      Real estate and rental and leasing,1721869
0,United States,57,        Real estate,1551875
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,169995
0,United States,59,    Professional and business services,1541585
