Fips,Area,IndCode,Industry,2009
0,United States,1,All industry total,14320114
0,United States,2,  Private industries,12352979
0,United States,3,"    Agriculture, forestry, fishing, and hunting",137655
0,United States,4,      Farms,109800
0,United States,5,"      Forestry, fishing, and related activities",27855
0,United States,6,"    Mining, quarrying, and oil and gas extraction",290349
0,United States,7,      Oil and gas extraction,184601
0,United States,8,      Mining (except oil and gas),65757
0,United States,9,      Support activities for mining,39991
0,United States,10,    Utilities,250785
0,United States,11,    Construction,577295
0,United States,12,    Manufacturing,1726712
0,United States,13,      Durable goods manufacturing,874274
0,United States,14,        Wood product manufacturing,20667
0,United States,15,        Nonmetallic mineral product manufacturing,37330
0,United States,16,        Primary metal manufacturing,40111
0,United States,17,        Fabricated metal product manufacturing,117937
0,United States,18,        Machinery manufacturing,115561
0,United States,19,        Computer and electronic product manufacturing,228922
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",50177
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",48439
0,United States,22,        Other transportation equipment manufacturing,111855
0,United States,23,        Furniture and related product manufacturing,23068
0,United States,24,        Miscellaneous manufacturing,80209
0,United States,25,      Nondurable goods manufacturing,852439
0,United States,26,        Food and beverage and tobacco products manufacturing,243160
0,United States,27,        Textile mills and textile product mills,15133
0,United States,28,"        Apparel, leather, and allied product manufacturing",9924
0,United States,29,        Paper manufacturing,58506
0,United States,30,        Printing and related support activities,39263
0,United States,31,        Petroleum and coal products manufacturing,114617
0,United States,32,        Chemical manufacturing,310296
0,United States,33,        Plastics and rubber products manufacturing,61540
0,United States,34,    Wholesale trade,822846
0,United States,35,    Retail trade,842134
0,United States,36,    Transportation and warehousing,398843
0,United States,37,      Air transportation,63725
0,United States,38,      Rail transportation,33680
0,United States,39,      Water transportation,16609
0,United States,40,      Truck transportation,109285
0,United States,41,      Transit and ground passenger transportation,27244
0,United States,42,      Pipeline transportation,14018
0,United States,43,      Other transportation and support activities,88407
0,United States,44,      Warehousing and storage,45875
0,United States,45,    Information,705347
0,United States,46,      Publishing industries (except Internet),175756
0,United States,47,      Motion picture and sound recording industries,90850
0,United States,48,      Broadcasting (except Internet) and telecommunications,372266
0,United States,49,"      Data processing, hosting, and other information services",66476
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",2874032
0,United States,51,      Finance and insurance,969254
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",399458
