Fips,Area,IndCode,Industry,2001
0,United States,1,All industry total,10556006
0,United States,2,  Private industries,9223548
0,United States,3,"    Agriculture, forestry, fishing, and hunting",100027
0,United States,4,      Farms,78094
0,United States,5,"      Forestry, fishing, and related activities",21933
0,United States,6,"    Mining, quarrying, and oil and gas extraction",125162
0,United States,7,      Oil and gas extraction,77197
0,United States,8,      Mining (except oil and gas),28082
0,United States,9,      Support activities for mining,19883
0,United States,10,    Utilities,183974
0,United States,11,    Construction,488008
0,United States,12,    Manufacturing,1478483
0,United States,13,      Durable goods manufacturing,835053
0,United States,14,        Wood product manufacturing,27364
0,United States,15,        Nonmetallic mineral product manufacturing,41503
0,United States,16,        Primary metal manufacturing,40520
0,United States,17,        Fabricated metal product manufacturing,111491
0,United States,18,        Machinery manufacturing,105758
0,United States,19,        Computer and electronic product manufacturing,173032
0,United States,20,"        Electrical equipment, appliance, and component manufacturing",44294
0,United States,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",125256
0,United States,22,        Other transportation equipment manufacturing,77007
0,United States,23,        Furniture and related product manufacturing,31314
0,United States,24,        Miscellaneous manufacturing,57515
0,United States,25,      Nondurable goods manufacturing,643431
0,United States,26,        Food and beverage and tobacco products manufacturing,175658
0,United States,27,        Textile mills and textile product mills,25017
0,United States,28,"        Apparel, leather, and allied product manufacturing",19526
0,United States,29,        Paper manufacturing,53818
0,United States,30,        Printing and related support activities,42874
0,United States,31,        Petroleum and coal products manufacturing,69066
0,United States,32,        Chemical manufacturing,193419
0,United States,33,        Plastics and rubber products manufacturing,64053
0,United States,34,    Wholesale trade,617923
0,United States,35,    Retail trade,713514
0,United States,36,    Transportation and warehousing,307765
0,United States,37,      Air transportation,47975
0,United States,38,      Rail transportation,23406
0,United States,39,      Water transportation,8531
0,United States,40,      Truck transportation,97581
0,United States,41,      Transit and ground passenger transportation,19004
0,United States,42,      Pipeline transportation,16309
0,United States,43,      Other transportation and support activities,69313
0,United States,44,      Warehousing and storage,25646
0,United States,45,    Information,501212
0,United States,46,      Publishing industries (except Internet),115696
0,United States,47,      Motion picture and sound recording industries,63655
0,United States,48,      Broadcasting (except Internet) and telecommunications,282678
0,United States,49,"      Data processing, hosting, and other information services",39182
0,United States,50,"    Finance, insurance, real estate, rental, and leasing",2156688
0,United States,51,      Finance and insurance,817492
0,United States,52,"        Monetary Authorities- central bank, credit intermediation, and related services",354651
0,United States,53,"        Securities, commodity contracts, and other financial investments and related activities",183338
0,United States,54,        Insurance carriers and related activities,262717
0,United States,55,"        Funds, trusts, and other financial vehicles",16786
0,United States,56,      Real estate and rental and leasing,1339196
0,United States,57,        Real estate,1189291
0,United States,58,        Rental and leasing services and lessors of nonfinancial intangible assets,149905
0,United States,59,    Professional and business services,1161460
0,United States,60,"      Professional, scientific, and technical services",691557
0,United States,61,        Legal services,145781
0,United States,62,        Computer systems design and related services,117849
0,United States,63,"        Miscellaneous professional, scientific, and technical services",427927
0,United States,64,      Management of companies and enterprises,174415
0,United States,65,      Administrative and support and waste management and remediation services,295488
0,United States,66,        Administrative and support services,266703
0,United States,67,        Waste management and remediation services,28785
0,United States,68,"    Educational services, health care, and social assistance",733629
0,United States,69,      Educational services,91658
0,United States,70,      Health care and social assistance,641971
0,United States,71,        Ambulatory health care services,312224
0,United States,72,"        Hospitals, nursing, and residential care facilities",273875
0,United States,73,        Social assistance,55872
0,United States,74,"    Arts, entertainment, recreation, accommodation, and food services",389251
0,United States,75,"      Arts, entertainment, and recreation",96552
0,United States,76,"        Performing arts, spectator sports, museums, and related activities",51435
0,United States,77,"        Amusement, gambling, and recreation industries",45117
