SAGDP4N Compensation of employees 1/,,,,,,,,
(Thousands of dollars) ,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,
State or DC,,,,,,,,
GeoFips,GeoName,LineCode,Description,2008,2009,2010,2011,2012
1000,Alabama,1,All industry total,97634272,95327098,96803944,98890381,100372537
1000,Alabama,2,  Private industries,74666500,71485642,72215421,74065687,75990138
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",540364,530310,551374,532059,599824
1000,Alabama,4,      Farms,208780,207292,207283,179679,235248
1000,Alabama,5,"      Forestry, fishing, and related activities",331585,323018,344091,352381,364576
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",662343,630552,687376,757239,781542
1000,Alabama,7,      Oil and gas extraction,83393,86500,90823,92802,94069
1000,Alabama,8,      Mining (except oil and gas),515858,492083,543095,607316,620484
1000,Alabama,9,      Support activities for mining,63092,51969,53458,57120,66989
1000,Alabama,10,    Utilities,1547078,1531689,1544384,1711009,1645979
1000,Alabama,11,    Construction,5407247,4722645,4688118,4334636,4409726
1000,Alabama,12,    Manufacturing,15985237,14275233,14385928,14641649,15226386
1000,Alabama,13,      Durable goods manufacturing,10623438,9308682,9393758,9576763,10099234
1000,Alabama,14,        Wood product manufacturing,745216,542880,552022,582218,593784
1000,Alabama,15,        Nonmetallic mineral product manufacturing,512678,412518,391196,383808,371935
1000,Alabama,16,        Primary metal manufacturing,1380437,1118774,1247790,1384825,1495166
1000,Alabama,17,        Fabricated metal product manufacturing,1508914,1356065,1304849,1283685,1401969
1000,Alabama,18,        Machinery manufacturing,702683,615718,603157,654506,654668
1000,Alabama,19,        Computer and electronic product manufacturing,837617,818029,755193,714739,657621
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",321440,321777,318373,322697,347564
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",2229980,1799559,1933472,1963472,2210352
1000,Alabama,22,        Other transportation equipment manufacturing,1549981,1617471,1611421,1622149,1670542
1000,Alabama,23,        Furniture and related product manufacturing,477192,380241,350612,343913,346057
1000,Alabama,24,        Miscellaneous manufacturing,357300,325650,325674,320751,349577
1000,Alabama,25,      Nondurable goods manufacturing,5361799,4966551,4992170,5064886,5127153
1000,Alabama,26,        Food and beverage and tobacco products manufacturing,1390650,1377715,1400924,1347624,1348343
1000,Alabama,27,        Textile mills and textile product mills,475756,358575,399023,438244,427249
1000,Alabama,28,"        Apparel, leather, and allied product manufacturing",324027,244019,196343,146482,139856
1000,Alabama,29,        Paper manufacturing,1122258,1057574,1092045,1100749,1086075
1000,Alabama,30,        Printing and related support activities,234439,192497,166506,155606,151293
1000,Alabama,31,        Petroleum and coal products manufacturing,173688,170758,167515,198210,206755
1000,Alabama,32,        Chemical manufacturing,887991,836719,853896,914237,969772
1000,Alabama,33,        Plastics and rubber products manufacturing,752990,728693,715918,763733,797809
1000,Alabama,34,    Wholesale trade,5039032,4649149,4622504,4764538,4813104
1000,Alabama,35,    Retail trade,6835279,6588972,6611251,6757936,6757667
1000,Alabama,36,    Transportation and warehousing,2893257,2694277,2765255,2917219,3041772
1000,Alabama,37,      Air transportation,46895,37471,43654,50639,54450
1000,Alabama,38,      Rail transportation,(D),311584,307363,347334,367715
1000,Alabama,39,      Water transportation,108926,97784,117002,120186,114476
1000,Alabama,40,      Truck transportation,1328718,1186716,1236868,1273400,1297287
1000,Alabama,41,      Transit and ground passenger transportation,60283,62252,64495,65228,63914
1000,Alabama,42,      Pipeline transportation,68363,70267,55949,58475,73870
1000,Alabama,43,      Other transportation and support activities,(D),580647,583293,611895,608979
1000,Alabama,44,      Warehousing and storage,338699,347556,356631,390063,461080
1000,Alabama,45,    Information,1662622,1606402,1492799,1522270,1486496
1000,Alabama,46,      Publishing industries (except Internet),437080,426408,378159,379429,388350
1000,Alabama,47,      Motion picture and sound recording industries,41077,46487,43720,44234,41900
1000,Alabama,48,      Broadcasting (except Internet) and telecommunications,1093995,1055086,973497,1004109,960111
1000,Alabama,49,"      Data processing, hosting, and other information services",90470,78421,97422,94498,96134
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",6108199,5880855,5800367,6243083,6425824
1000,Alabama,51,      Finance and insurance,5122853,4942906,4864783,5321545,5445781
1000,Alabama,52,"        Monetary Authorities- central bank, credit intermediation, and related services",(D),(D),(D),(D),(D)
1000,Alabama,53,"        Securities, commodity contracts, and other financial investments and related activities",527453,510142,558000,601569,619376
1000,Alabama,54,        Insurance carriers and related activities,2021777,2070499,2001202,2347147,2295416
1000,Alabama,55,"        Funds, trusts, and other financial vehicles",(D),(D),(D),(D),(D)
1000,Alabama,56,      Real estate and rental and leasing,985346,937949,935584,921538,980043
1000,Alabama,57,        Real estate,626322,609447,608255,599444,651966
1000,Alabama,58,        Rental and leasing services and lessors of nonfinancial intangible assets,359025,328502,327329,322095,328077
1000,Alabama,59,    Professional and business services,11591205,11572608,11949098,12320590,12688554
1000,Alabama,60,"      Professional, scientific, and technical services",7268120,7422074,7287465,7506897,7641123
1000,Alabama,61,        Legal services,1095807,1149516,1086678,1135859,1090639
1000,Alabama,62,        Computer systems design and related services,1792942,1908637,1895263,1964632,2074978
