SAGDP4N Compensation of employees 1/,,,,,,,,
(Thousands of dollars) ,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,
State or DC,,,,,,,,
GeoFips,GeoName,LineCode,Description,2013,2014,2015,2016,2017
1000,Alabama,1,All industry total,102207506,106037908,110411692,113014641,(NA)
1000,Alabama,2,  Private industries,77887746,81008080,84693011,86730562,(NA)
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",549007,549549,625769,600901,(NA)
1000,Alabama,4,      Farms,179580,148437,206748,166674,(NA)
1000,Alabama,5,"      Forestry, fishing, and related activities",369427,401112,419020,434227,(NA)
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",744324,725774,662296,465764,(NA)
1000,Alabama,7,      Oil and gas extraction,91822,93846,60466,59260,(NA)
1000,Alabama,8,      Mining (except oil and gas),581094,556704,533663,353234,(NA)
1000,Alabama,9,      Support activities for mining,71407,75224,68167,53270,(NA)
1000,Alabama,10,    Utilities,1725782,1741471,1878991,1984957,(NA)
1000,Alabama,11,    Construction,4448466,4713580,4913102,5202060,(NA)
1000,Alabama,12,    Manufacturing,15782113,16703582,17321629,17677248,(NA)
1000,Alabama,13,      Durable goods manufacturing,10511197,11255967,11801925,12014516,(NA)
1000,Alabama,14,        Wood product manufacturing,651031,712938,768192,823865,(NA)
1000,Alabama,15,        Nonmetallic mineral product manufacturing,388655,408838,437078,455803,(NA)
1000,Alabama,16,        Primary metal manufacturing,1475136,1597667,1564478,1512771,(NA)
1000,Alabama,17,        Fabricated metal product manufacturing,1397333,1470993,1542233,1540736,(NA)
1000,Alabama,18,        Machinery manufacturing,655410,677569,720550,701868,(NA)
1000,Alabama,19,        Computer and electronic product manufacturing,654792,677452,699312,706300,(NA)
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",370361,383989,392633,400047,(NA)
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",2454335,2748391,2908804,2982180,(NA)
1000,Alabama,22,        Other transportation equipment manufacturing,1748374,1819709,1960606,2033496,(NA)
1000,Alabama,23,        Furniture and related product manufacturing,353597,367829,398033,427738,(NA)
1000,Alabama,24,        Miscellaneous manufacturing,362174,390593,410005,429711,(NA)
1000,Alabama,25,      Nondurable goods manufacturing,5270916,5447615,5519704,5662732,(NA)
1000,Alabama,26,        Food and beverage and tobacco products manufacturing,1400878,1441791,1447703,1531658,(NA)
1000,Alabama,27,        Textile mills and textile product mills,446179,462417,433788,435712,(NA)
1000,Alabama,28,"        Apparel, leather, and allied product manufacturing",125400,114945,107859,103468,(NA)
1000,Alabama,29,        Paper manufacturing,1105187,1105958,1040411,1038481,(NA)
1000,Alabama,30,        Printing and related support activities,156574,165826,170630,165310,(NA)
1000,Alabama,31,        Petroleum and coal products manufacturing,214987,233943,277568,295162,(NA)
1000,Alabama,32,        Chemical manufacturing,1006732,1053686,1093209,1106198,(NA)
1000,Alabama,33,        Plastics and rubber products manufacturing,814978,869049,948536,986743,(NA)
1000,Alabama,34,    Wholesale trade,4939899,5135859,5371927,5422574,(NA)
1000,Alabama,35,    Retail trade,6915714,7072905,7342548,7538302,(NA)
1000,Alabama,36,    Transportation and warehousing,3151827,3332792,3491738,3531261,(NA)
1000,Alabama,37,      Air transportation,56705,59357,63274,60010,(NA)
1000,Alabama,38,      Rail transportation,356322,370443,398188,351863,(NA)
1000,Alabama,39,      Water transportation,108101,103999,92964,76065,(NA)
1000,Alabama,40,      Truck transportation,1361719,1433466,1520210,1550552,(NA)
1000,Alabama,41,      Transit and ground passenger transportation,69054,70736,71125,71173,(NA)
1000,Alabama,42,      Pipeline transportation,59663,59420,61342,79728,(NA)
1000,Alabama,43,      Other transportation and support activities,644884,687488,727775,753352,(NA)
1000,Alabama,44,      Warehousing and storage,495378,547882,556860,588519,(NA)
1000,Alabama,45,    Information,1509465,1561609,1576182,1520742,(NA)
1000,Alabama,46,      Publishing industries (except Internet),398698,413637,451506,438817,(NA)
1000,Alabama,47,      Motion picture and sound recording industries,39022,46479,54056,50201,(NA)
1000,Alabama,48,      Broadcasting (except Internet) and telecommunications,984212,1015383,983912,951928,(NA)
1000,Alabama,49,"      Data processing, hosting, and other information services",87532,86110,86709,79795,(NA)
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",6613139,7010911,7536452,7583661,(NA)
1000,Alabama,51,      Finance and insurance,5616030,5980416,6391187,6395432,(NA)
