Fips,Area,IndCode,Industry,1995
0,United States,1,All industry total,7299372
0,United States,2,  Private industries,6367489
0,United States,3,"      Agriculture, forestry, and fishing",103036
0,United States,4,          Farms,69141
0,United States,5,"          Agricultural services, forestry, and fishing",33895
0,United States,6,      Mining,100381
0,United States,7,          Metal mining,7683
0,United States,8,          Coal mining,12070
0,United States,9,          Oil and gas extraction,71060
0,United States,10,"          Nonmetallic minerals, except fuels",9568
0,United States,11,      Construction,299345
0,United States,12,      Manufacturing,1264908
0,United States,13,          Durable goods manufacturing,724106
0,United States,14,              Lumber and wood products,40898
0,United States,15,              Furniture and fixtures,19530
0,United States,16,"              Stone, clay, and glass products",32742
0,United States,17,              Primary metal industries,52348
0,United States,18,              Fabricated metal products,86107
0,United States,19,              Industrial machinery and equipment,136233
0,United States,20,              Electronic and other electric equipment,146285
0,United States,21,              Motor vehicles and equipment,88236
0,United States,22,              Other transportation equipment,50322
0,United States,23,              Instruments and related products,47905
0,United States,24,              Miscellaneous manufacturing industries,23499
0,United States,25,          Nondurable goods manufacturing,540802
0,United States,26,              Food and kindred products,119607
0,United States,27,              Tobacco products,14633
0,United States,28,              Textile mill products,24777
0,United States,29,              Apparel and other textile products,27389
0,United States,30,              Paper and allied products,58912
0,United States,31,              Printing and publishing,78416
0,United States,32,              Chemicals and allied products,142692
0,United States,33,              Petroleum and coal products,23151
0,United States,34,              Rubber and miscellaneous plastics products,46023
0,United States,35,              Leather and leather products,5203
0,United States,36,      Transportation and public utilities,627089
0,United States,37,          Transportation,234711
0,United States,38,              Railroad transportation,22719
0,United States,39,              Local and interurban passenger transit,13178
0,United States,40,              Trucking and warehousing,93343
0,United States,41,              Water transportation,11846
0,United States,42,              Transportation by air,66112
0,United States,43,"              Pipelines, except natural gas",5937
0,United States,44,              Transportation services,21575
0,United States,45,          Communications,197198
0,United States,46,"          Electric, gas, and sanitary services",195181
0,United States,47,      Wholesale trade,502170
0,United States,48,      Retail trade,652074
0,United States,49,"      Finance, insurance, and real estate",1350553
0,United States,50,          Depository institutions,194755
0,United States,51,          Nondepository institutions,27615
0,United States,52,          Security and commodity brokers,71759
0,United States,53,          Insurance carriers,148755
0,United States,54,"          Insurance agents, brokers, and services",44926
0,United States,55,          Real estate,837914
0,United States,56,          Holding and other investment offices,24829
0,United States,57,      Services,1467931
0,United States,58,          Hotels and other lodging places,60886
0,United States,59,          Personal services,49755
0,United States,60,          Business services,301999
0,United States,61,"          Automotive repair, services, and parking",65737
0,United States,62,          Miscellaneous repair services,23166
0,United States,63,          Motion pictures,21899
0,United States,64,          Amusement and recreation services,56272
0,United States,65,          Health services,430447
0,United States,66,          Legal services,97068
0,United States,67,          Educational services,54615
0,United States,68,          Social services,43836
0,United States,69,          Membership organizations,48777
0,United States,70,          Other services,201444
0,United States,71,          Private households,12029
0,United States,72,  Government and government enterprises,931883
0,United States,73,      Federal civilian,190216
0,United States,74,      Military,84032
0,United States,75,      State and local,657635
0,United States,76,Addenda:,
0,United States,76,  Electronic equipment and instruments,194190
0,United States,77,  Depository and nondepository institutions,222370
0,United States,78,  Business services and other services,503443
1000,Alabama,1,All industry total,95819
1000,Alabama,2,  Private industries,80361
1000,Alabama,3,"      Agriculture, forestry, and fishing",1544
1000,Alabama,4,          Farms,1117
1000,Alabama,5,"          Agricultural services, forestry, and fishing",427
1000,Alabama,6,      Mining,1317
1000,Alabama,7,          Metal mining,5
1000,Alabama,8,          Coal mining,642
1000,Alabama,9,          Oil and gas extraction,477
1000,Alabama,10,"          Nonmetallic minerals, except fuels",193
1000,Alabama,11,      Construction,3991
1000,Alabama,12,      Manufacturing,21427
1000,Alabama,13,          Durable goods manufacturing,10180
1000,Alabama,14,              Lumber and wood products,1810
1000,Alabama,15,              Furniture and fixtures,473
1000,Alabama,16,"              Stone, clay, and glass products",591
