Fips,Area,IndCode,Industry,1993
0,United States,1,All industry total,6467698
0,United States,2,  Private industries,5600130
0,United States,3,"      Agriculture, forestry, and fishing",98846
0,United States,4,          Farms,71361
0,United States,5,"          Agricultural services, forestry, and fishing",27485
0,United States,6,      Mining,93587
0,United States,7,          Metal mining,5565
0,United States,8,          Coal mining,11634
0,United States,9,          Oil and gas extraction,68338
0,United States,10,"          Nonmetallic minerals, except fuels",8049
0,United States,11,      Construction,250212
0,United States,12,      Manufacturing,1117470
0,United States,13,          Durable goods manufacturing,632346
0,United States,14,              Lumber and wood products,34877
0,United States,15,              Furniture and fixtures,17957
0,United States,16,"              Stone, clay, and glass products",27117
0,United States,17,              Primary metal industries,41873
0,United States,18,              Fabricated metal products,72873
0,United States,19,              Industrial machinery and equipment,117065
0,United States,20,              Electronic and other electric equipment,120129
0,United States,21,              Motor vehicles and equipment,76659
0,United States,22,              Other transportation equipment,54686
0,United States,23,              Instruments and related products,47414
0,United States,24,              Miscellaneous manufacturing industries,21697
0,United States,25,          Nondurable goods manufacturing,485124
0,United States,26,              Food and kindred products,104524
0,United States,27,              Tobacco products,13648
0,United States,28,              Textile mill products,25604
0,United States,29,              Apparel and other textile products,27753
0,United States,30,              Paper and allied products,46756
0,United States,31,              Printing and publishing,75983
0,United States,32,              Chemicals and allied products,116949
0,United States,33,              Petroleum and coal products,27679
0,United States,34,              Rubber and miscellaneous plastics products,41567
0,United States,35,              Leather and leather products,4659
0,United States,36,      Transportation and public utilities,559171
0,United States,37,          Transportation,206526
0,United States,38,              Railroad transportation,21246
0,United States,39,              Local and interurban passenger transit,11619
0,United States,40,              Trucking and warehousing,80073
0,United States,41,              Water transportation,11237
0,United States,42,              Transportation by air,56644
0,United States,43,"              Pipelines, except natural gas",5559
0,United States,44,              Transportation services,20148
0,United States,45,          Communications,175120
0,United States,46,"          Electric, gas, and sanitary services",177525
0,United States,47,      Wholesale trade,433435
0,United States,48,      Retail trade,576045
0,United States,49,"      Finance, insurance, and real estate",1195183
0,United States,50,          Depository institutions,183659
0,United States,51,          Nondepository institutions,23845
