SAGDP5N Subsidies 1/,,,,,,,,
(Thousands of dollars) ,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,
State or DC,,,,,,,,
GeoFips,GeoName,LineCode,Description,2013,2014,2015,2016,2017
1000,Alabama,1,All industry total,-505161,-458945,-477868,-487886,(NA)
1000,Alabama,2,  Private industries,-363175,-311130,-330637,-333994,(NA)
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",-124531,-93422,-123612,-121599,(NA)
1000,Alabama,4,      Farms,-124531,-93422,-123612,-121599,(NA)
1000,Alabama,5,"      Forestry, fishing, and related activities",0,0,0,0,(NA)
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,(NA)
1000,Alabama,7,      Oil and gas extraction,0,0,0,0,(NA)
1000,Alabama,8,      Mining (except oil and gas),0,0,0,0,(NA)
1000,Alabama,9,      Support activities for mining,0,0,0,0,(NA)
1000,Alabama,10,    Utilities,0,0,0,0,(NA)
1000,Alabama,11,    Construction,0,0,0,0,(NA)
1000,Alabama,12,    Manufacturing,-6594,-5959,-4599,-4549,(NA)
1000,Alabama,13,      Durable goods manufacturing,-5205,-3754,-3455,-3197,(NA)
1000,Alabama,14,        Wood product manufacturing,0,0,0,0,(NA)
1000,Alabama,15,        Nonmetallic mineral product manufacturing,0,0,0,0,(NA)
1000,Alabama,16,        Primary metal manufacturing,0,0,0,0,(NA)
1000,Alabama,17,        Fabricated metal product manufacturing,0,0,0,0,(NA)
1000,Alabama,18,        Machinery manufacturing,0,0,0,0,(NA)
1000,Alabama,19,        Computer and electronic product manufacturing,0,0,0,0,(NA)
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",-5205,-3754,-3455,-3197,(NA)
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",0,0,0,0,(NA)
1000,Alabama,22,        Other transportation equipment manufacturing,0,0,0,0,(NA)
1000,Alabama,23,        Furniture and related product manufacturing,0,0,0,0,(NA)
1000,Alabama,24,        Miscellaneous manufacturing,0,0,0,0,(NA)
1000,Alabama,25,      Nondurable goods manufacturing,-1389,-2204,-1144,-1352,(NA)
1000,Alabama,26,        Food and beverage and tobacco products manufacturing,0,0,0,0,(NA)
1000,Alabama,27,        Textile mills and textile product mills,-215,-195,-330,0,(NA)
1000,Alabama,28,"        Apparel, leather, and allied product manufacturing",0,0,0,0,(NA)
1000,Alabama,29,        Paper manufacturing,0,0,0,0,(NA)
1000,Alabama,30,        Printing and related support activities,0,0,0,0,(NA)
1000,Alabama,31,        Petroleum and coal products manufacturing,-634,-1403,-661,-1187,(NA)
1000,Alabama,32,        Chemical manufacturing,-540,-607,-152,-165,(NA)
1000,Alabama,33,        Plastics and rubber products manufacturing,0,0,0,0,(NA)
1000,Alabama,34,    Wholesale trade,0,0,0,0,(NA)
1000,Alabama,35,    Retail trade,0,0,0,0,(NA)
1000,Alabama,36,    Transportation and warehousing,-4659,-3480,-3147,-3915,(NA)
1000,Alabama,37,      Air transportation,-857,-802,-879,-898,(NA)
1000,Alabama,38,      Rail transportation,-2009,-1865,-1878,-1836,(NA)
1000,Alabama,39,      Water transportation,-1793,-812,-390,-1182,(NA)
1000,Alabama,40,      Truck transportation,0,0,0,0,(NA)
1000,Alabama,41,      Transit and ground passenger transportation,0,0,0,0,(NA)
1000,Alabama,42,      Pipeline transportation,0,0,0,0,(NA)
1000,Alabama,43,      Other transportation and support activities,0,0,0,0,(NA)
1000,Alabama,44,      Warehousing and storage,0,0,0,0,(NA)
1000,Alabama,45,    Information,-3089,-734,-745,42,(NA)
1000,Alabama,46,      Publishing industries (except Internet),0,0,0,0,(NA)
1000,Alabama,47,      Motion picture and sound recording industries,0,0,0,0,(NA)
1000,Alabama,48,      Broadcasting (except Internet) and telecommunications,-3089,-734,-745,42,(NA)
1000,Alabama,49,"      Data processing, hosting, and other information services",0,0,0,0,(NA)
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",-195762,-182042,-183614,-195505,(NA)
1000,Alabama,51,      Finance and insurance,-5456,-7151,-4613,-4622,(NA)
1000,Alabama,52,"        Monetary Authorities- central bank, credit intermediation, and related services",-5456,-7151,-4613,-4622,(NA)
1000,Alabama,53,"        Securities, commodity contracts, and other financial investments and related activities",0,0,0,0,(NA)
1000,Alabama,54,        Insurance carriers and related activities,0,0,0,0,(NA)
1000,Alabama,55,"        Funds, trusts, and other financial vehicles",0,0,0,0,(NA)
1000,Alabama,56,      Real estate and rental and leasing,-190305,-174891,-179001,-190883,(NA)
1000,Alabama,57,        Real estate,-190305,-174891,-179001,-190883,(NA)
1000,Alabama,58,        Rental and leasing services and lessors of nonfinancial intangible assets,0,0,0,0,(NA)
1000,Alabama,59,    Professional and business services,0,0,0,0,(NA)
1000,Alabama,60,"      Professional, scientific, and technical services",0,0,0,0,(NA)
1000,Alabama,61,        Legal services,0,0,0,0,(NA)
1000,Alabama,62,        Computer systems design and related services,0,0,0,0,(NA)
1000,Alabama,63,"        Miscellaneous professional, scientific, and technical services",0,0,0,0,(NA)
1000,Alabama,64,      Management of companies and enterprises,0,0,0,0,(NA)
1000,Alabama,65,      Administrative and support and waste management and remediation services,0,0,0,0,(NA)
1000,Alabama,66,        Administrative and support services,0,0,0,0,(NA)
1000,Alabama,67,        Waste management and remediation services,0,0,0,0,(NA)
1000,Alabama,68,"    Educational services, health care, and social assistance",-28541,-25493,-14920,-8468,(NA)
1000,Alabama,69,      Educational services,0,0,0,0,(NA)
1000,Alabama,70,      Health care and social assistance,-28541,-25493,-14920,-8468,(NA)
1000,Alabama,71,        Ambulatory health care services,0,0,0,0,(NA)
1000,Alabama,72,        Hospitals,-28541,-25493,-14920,-8468,(NA)
1000,Alabama,73,        Nursing and residential care facilities,0,0,0,0,(NA)
1000,Alabama,74,        Social assistance,0,0,0,0,(NA)
1000,Alabama,75,"    Arts, entertainment, recreation, accommodation, and food services",0,0,0,0,(NA)
1000,Alabama,76,"      Arts, entertainment, and recreation",0,0,0,0,(NA)
1000,Alabama,77,"        Performing arts, spectator sports, museums, and related activities",0,0,0,0,(NA)
1000,Alabama,78,"        Amusement, gambling, and recreation industries",0,0,0,0,(NA)
1000,Alabama,79,      Accommodation and food services,0,0,0,0,(NA)
1000,Alabama,80,        Accommodation,0,0,0,0,(NA)
1000,Alabama,81,        Food services and drinking places,0,0,0,0,(NA)
1000,Alabama,82,    Other services (except government and government enterprises),0,0,0,0,(NA)
1000,Alabama,83,  Government and government enterprises,-141986,-147815,-147231,-153892,(NA)
1000,Alabama,84,    Federal civilian,-50073,-52519,-46075,-45818,(NA)
1000,Alabama,85,    Military,0,0,0,0,(NA)
1000,Alabama,86,    State and local,-91913,-95296,-101156,-108074,(NA)
1000,Alabama,,Addenda:,,,,,
1000,Alabama,87,Natural resources and mining,-124531,-93422,-123612,-121599,(NA)
1000,Alabama,88,Trade,0,0,0,0,(NA)
1000,Alabama,89,Transportation and utilities,-4659,-3480,-3147,-3915,(NA)
1000,Alabama,90,Private goods-producing industries 2/,-131124,-99380,-128211,-126148,(NA)
1000,Alabama,91,Private services-providing industries 3/,-232050,-211749,-202427,-207846,(NA)
2000,Alaska,1,All industry total,-112236,-122724,-115955,-123268,(NA)
2000,Alaska,2,  Private industries,-56887,-51180,-47659,-50381,(NA)
2000,Alaska,3,"    Agriculture, forestry, fishing, and hunting",-925,-1181,-1479,-2217,(NA)
2000,Alaska,4,      Farms,-925,-1181,-1479,-2217,(NA)
2000,Alaska,5,"      Forestry, fishing, and related activities",0,0,0,0,(NA)
2000,Alaska,6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,(NA)
2000,Alaska,7,      Oil and gas extraction,0,0,0,0,(NA)
2000,Alaska,8,      Mining (except oil and gas),0,0,0,0,(NA)
2000,Alaska,9,      Support activities for mining,0,0,0,0,(NA)
2000,Alaska,10,    Utilities,0,0,0,0,(NA)
2000,Alaska,11,    Construction,0,0,0,0,(NA)
2000,Alaska,12,    Manufacturing,-122,-597,-348,-472,(NA)
2000,Alaska,13,      Durable goods manufacturing,-17,-10,-8,-8,(NA)
2000,Alaska,14,        Wood product manufacturing,0,0,0,0,(NA)
2000,Alaska,15,        Nonmetallic mineral product manufacturing,0,0,0,0,(NA)
2000,Alaska,16,        Primary metal manufacturing,0,0,0,0,(NA)
2000,Alaska,17,        Fabricated metal product manufacturing,0,0,0,0,(NA)
2000,Alaska,18,        Machinery manufacturing,0,0,0,0,(NA)
2000,Alaska,19,        Computer and electronic product manufacturing,0,0,0,0,(NA)
2000,Alaska,20,"        Electrical equipment, appliance, and component manufacturing",-17,-10,-8,-8,(NA)
2000,Alaska,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",0,0,0,0,(NA)
2000,Alaska,22,        Other transportation equipment manufacturing,0,0,0,0,(NA)
2000,Alaska,23,        Furniture and related product manufacturing,0,0,0,0,(NA)
2000,Alaska,24,        Miscellaneous manufacturing,0,0,0,0,(NA)
2000,Alaska,25,      Nondurable goods manufacturing,-105,-587,-340,-464,(NA)
