SAGDP5N Subsidies 1/,,,,,,,
(Thousands of dollars) ,,,,,,,
Bureau of Economic Analysis ,,,,,,,
State or DC,,,,,,,
GeoFips,GeoName,LineCode,Description,2009,2010,2011,2012
1000,Alabama,1,All industry total,-517040,-467603,-470108,-458108
1000,Alabama,2,  Private industries,-389588,-347005,-325387,-327521
1000,Alabama,3,"    Agriculture, forestry, fishing, and hunting",-143457,-124244,-61575,-74139
1000,Alabama,4,      Farms,-143457,-124244,-61575,-74139
1000,Alabama,5,"      Forestry, fishing, and related activities",0,0,0,0
1000,Alabama,6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0
1000,Alabama,7,      Oil and gas extraction,0,0,0,0
1000,Alabama,8,      Mining (except oil and gas),0,0,0,0
1000,Alabama,9,      Support activities for mining,0,0,0,0
1000,Alabama,10,    Utilities,0,0,0,0
1000,Alabama,11,    Construction,0,0,0,0
1000,Alabama,12,    Manufacturing,-4770,-11936,-16290,-14735
1000,Alabama,13,      Durable goods manufacturing,-4216,-10558,-13456,-10167
1000,Alabama,14,        Wood product manufacturing,0,0,0,0
1000,Alabama,15,        Nonmetallic mineral product manufacturing,0,0,0,0
1000,Alabama,16,        Primary metal manufacturing,0,0,0,0
1000,Alabama,17,        Fabricated metal product manufacturing,0,0,0,0
1000,Alabama,18,        Machinery manufacturing,0,0,0,0
1000,Alabama,19,        Computer and electronic product manufacturing,0,0,0,0
1000,Alabama,20,"        Electrical equipment, appliance, and component manufacturing",-4216,-10558,-13456,-10167
1000,Alabama,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",0,0,0,0
1000,Alabama,22,        Other transportation equipment manufacturing,0,0,0,0
1000,Alabama,23,        Furniture and related product manufacturing,0,0,0,0
1000,Alabama,24,        Miscellaneous manufacturing,0,0,0,0
1000,Alabama,25,      Nondurable goods manufacturing,-554,-1378,-2834,-4568
1000,Alabama,26,        Food and beverage and tobacco products manufacturing,0,0,0,0
1000,Alabama,27,        Textile mills and textile product mills,-186,-180,-165,-199
1000,Alabama,28,"        Apparel, leather, and allied product manufacturing",0,0,0,0
1000,Alabama,29,        Paper manufacturing,0,0,0,0
1000,Alabama,30,        Printing and related support activities,0,0,0,0
1000,Alabama,31,        Petroleum and coal products manufacturing,-210,-1001,-1221,-3935
1000,Alabama,32,        Chemical manufacturing,-158,-198,-1448,-434
1000,Alabama,33,        Plastics and rubber products manufacturing,0,0,0,0
1000,Alabama,34,    Wholesale trade,0,0,0,0
1000,Alabama,35,    Retail trade,-41161,-4368,-41,-1
1000,Alabama,36,    Transportation and warehousing,-9905,-7526,-7059,-9804
1000,Alabama,37,      Air transportation,-625,-752,-863,-946
1000,Alabama,38,      Rail transportation,-2144,-3304,-2544,-2041
1000,Alabama,39,      Water transportation,-7027,-3470,-3651,-6816
1000,Alabama,40,      Truck transportation,-108,0,0,0
1000,Alabama,41,      Transit and ground passenger transportation,0,0,0,0
1000,Alabama,42,      Pipeline transportation,0,0,0,0
1000,Alabama,43,      Other transportation and support activities,0,0,0,0
1000,Alabama,44,      Warehousing and storage,0,0,0,0
1000,Alabama,45,    Information,-329,-915,-4096,-5732
1000,Alabama,46,      Publishing industries (except Internet),0,0,0,0
1000,Alabama,47,      Motion picture and sound recording industries,0,0,0,0
1000,Alabama,48,      Broadcasting (except Internet) and telecommunications,-329,-915,-4096,-5732
1000,Alabama,49,"      Data processing, hosting, and other information services",0,0,0,0
1000,Alabama,50,"    Finance, insurance, real estate, rental, and leasing",-189966,-193157,-197492,-199936
1000,Alabama,51,      Finance and insurance,-1387,-4566,-2937,-8934
1000,Alabama,52,"        Monetary Authorities- central bank, credit intermediation, and related services",-1387,-4566,-2937,-8934
1000,Alabama,53,"        Securities, commodity contracts, and other financial investments and related activities",0,0,0,0
1000,Alabama,54,        Insurance carriers and related activities,0,0,0,0
1000,Alabama,55,"        Funds, trusts, and other financial vehicles",0,0,0,0
1000,Alabama,56,      Real estate and rental and leasing,-188579,-188591,-194555,-191002
1000,Alabama,57,        Real estate,-188579,-188591,-194555,-191002
1000,Alabama,58,        Rental and leasing services and lessors of nonfinancial intangible assets,0,0,0,0
1000,Alabama,59,    Professional and business services,0,0,0,0
1000,Alabama,60,"      Professional, scientific, and technical services",0,0,0,0
1000,Alabama,61,        Legal services,0,0,0,0
1000,Alabama,62,        Computer systems design and related services,0,0,0,0
1000,Alabama,63,"        Miscellaneous professional, scientific, and technical services",0,0,0,0
1000,Alabama,64,      Management of companies and enterprises,0,0,0,0
1000,Alabama,65,      Administrative and support and waste management and remediation services,0,0,0,0
1000,Alabama,66,        Administrative and support services,0,0,0,0
1000,Alabama,67,        Waste management and remediation services,0,0,0,0
1000,Alabama,68,"    Educational services, health care, and social assistance",0,-4859,-38833,-23174
1000,Alabama,69,      Educational services,0,0,0,0
1000,Alabama,70,      Health care and social assistance,0,-4859,-38833,-23174
1000,Alabama,71,        Ambulatory health care services,0,0,0,0
1000,Alabama,72,        Hospitals,0,-4859,-38833,-23174
1000,Alabama,73,        Nursing and residential care facilities,0,0,0,0
1000,Alabama,74,        Social assistance,0,0,0,0
1000,Alabama,75,"    Arts, entertainment, recreation, accommodation, and food services",0,0,0,0
1000,Alabama,76,"      Arts, entertainment, and recreation",0,0,0,0
1000,Alabama,77,"        Performing arts, spectator sports, museums, and related activities",0,0,0,0
1000,Alabama,78,"        Amusement, gambling, and recreation industries",0,0,0,0
1000,Alabama,79,      Accommodation and food services,0,0,0,0
1000,Alabama,80,        Accommodation,0,0,0,0
1000,Alabama,81,        Food services and drinking places,0,0,0,0
1000,Alabama,82,    Other services (except government and government enterprises),0,0,0,0
1000,Alabama,83,  Government and government enterprises,-127452,-120598,-144721,-130587
