SAINC7N Wages and Salaries by NAICS Industry 1/,,,,,,,
(Thousands of dollars) ,,,,,,,
Bureau of Economic Analysis ,,,,,,,
State or DC,,,,,,,
GeoFips,GeoName,LineCode,Description,2006,2007,2008,2009
1000,Alabama,50,Wages and salaries by place of work (thousands of dollars),73732100,77268978,79137577,76306324
1000,Alabama,81,  Farm wages and salaries,165981,186441,168864,170293
1000,Alabama,82,  Nonfarm wages and salaries,73566119,77082537,78968713,76136031
1000,Alabama,90,    Private nonfarm wages and salaries,58381102,60865546,61977850,58691724
1000,Alabama,100,"      Forestry, fishing, and related activities",264423,269239,270199,250885
1000,Alabama,101,        Forestry and logging,162296,163657,158232,143268
1000,Alabama,102,"        Fishing, hunting and trapping",1082,1118,1272,1548
1000,Alabama,103,        Support activities for agriculture and forestry,101045,104464,110695,106069
1000,Alabama,200,"      Mining, quarrying, and oil and gas extraction",487403,505717,555807,528282
1000,Alabama,201,        Oil and gas extraction,55249,64750,68932,70136
1000,Alabama,202,        Mining (except oil and gas),383584,387611,431789,414316
1000,Alabama,203,        Support activities for mining,48570,53356,55086,43830
1000,Alabama,300,      Utilities,1041952,1119268,1142994,1116146
1000,Alabama,400,      Construction,4193438,4549104,4570395,3949916
1000,Alabama,401,        Construction of buildings,1146460,1248526,1247614,1051737
1000,Alabama,402,        Heavy and civil engineering construction,745668,802475,781545,729505
1000,Alabama,403,        Specialty trade contractors,2301310,2498103,2541236,2168674
1000,Alabama,500,      Manufacturing,12812197,12954464,12771499,11281304
1000,Alabama,510,        Durable goods manufacturing,8418711,8565865,8487451,7325472
1000,Alabama,511,          Wood product manufacturing,705401,674010,594743,440898
1000,Alabama,512,          Nonmetallic mineral product manufacturing,407441,447115,418621,337890
1000,Alabama,513,          Primary metal manufacturing,1088546,1097735,1124150,896598
1000,Alabama,514,          Fabricated metal product manufacturing,1133621,1202697,1252470,1098400
1000,Alabama,515,          Machinery manufacturing,570068,575639,571435,487745
1000,Alabama,516,          Computer and electronic product manufacturing,768595,760681,662093,638010
1000,Alabama,517,"          Electrical equipment, appliance, and component manufacturing",243257,237569,240567,230489
1000,Alabama,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",1868283,1829314,1781178,1435781
1000,Alabama,519,          Other transportation equipment manufacturing,941179,1054845,1199374,1226831
1000,Alabama,521,          Furniture and related product manufacturing,445935,433462,390941,309900
1000,Alabama,522,          Miscellaneous manufacturing,246385,252798,251879,222930
1000,Alabama,530,        Nondurable goods manufacturing,4393486,4388599,4284048,3955832
1000,Alabama,531,          Food manufacturing,925928,960357,994340,973998
1000,Alabama,532,          Beverage and tobacco product manufacturing,117049,118739,119708,105201
1000,Alabama,533,          Textile mills,312098,258551,219034,167003
1000,Alabama,534,          Textile product mills,256847,226725,158294,123107
1000,Alabama,535,          Apparel manufacturing,301142,281867,251044,192788
1000,Alabama,536,          Leather and allied product manufacturing,2651,2367,2141,1262
1000,Alabama,537,          Paper manufacturing,936111,952020,931799,882901
1000,Alabama,538,          Printing and related support activities,205006,196718,192722,159399
1000,Alabama,539,          Petroleum and coal products manufacturing,129283,123794,112807,107235
1000,Alabama,541,          Chemical manufacturing,628079,648732,687085,641342
1000,Alabama,542,          Plastics and rubber products manufacturing,579292,618729,615074,601596
1000,Alabama,600,      Wholesale trade,4085279,4270598,4371875,3995061
1000,Alabama,700,      Retail trade,5553126,5783226,5712634,5481652
1000,Alabama,701,        Motor vehicle and parts dealers,1181801,1203581,1113979,974740
1000,Alabama,702,        Furniture and home furnishings stores,224661,229528,206634,176274
1000,Alabama,703,        Electronics and appliance stores,169443,251002,248861,243805
1000,Alabama,704,        Building material and garden equipment and supplies dealers,626992,637093,609873,558121
1000,Alabama,705,        Food and beverage stores,617799,625575,643993,636622
1000,Alabama,706,        Health and personal care stores,464248,495877,530013,562743
1000,Alabama,707,        Gasoline stations,303820,307822,303398,297597
1000,Alabama,708,        Clothing and clothing accessories stores,286679,298257,294516,271132
